path	title	source_file	source_type	confidence	date	tags	first_body_line
Areas/Work/Client Projects/_index.md	Client Projects				"2026-05-10"		# Client Projects
Areas/Work/Invoicing/CV.md	CV				"2026-05-10"		| Je naam Voeg hier je tekst in  | Je straat 123 1234 AB Je plaats (+31) 00 000 00 00 no\_reply@example.com |
Areas/Work/Invoicing/_index.md	Invoicing				"2026-05-10"		# Invoicing
Areas/Work/Tenant Communications/_index.md	Tenant Communications				"2026-05-11"		# Tenant Communications
Brain Dump/routing-rules.md							# Routing Rules — Manual Seed
Brain Dump/_index.md	Brain Dump						# Brain Dump
Health/Daily/2026-05-10.md					2026-05-10		# 2026-05-10 — Daily Health
Health/Daily/2026-05-12.md					2026-05-12		# 2026-05-12 — Daily Health
Health/Daily/2026-05-13.md					2026-05-13		# 2026-05-13 — Daily Health
Health/Daily/_index.md	Daily						# Daily
Inbox/2024-05-07-gpt-qualitative-analysis.md	GPT QUALITATIVE ANALYSIS	Documents\GPT_QUALITATIVE ANALYSIS.docx	docx	0.7	2024-05-07	[]	For the interview with CNS_03 =[Daan Bakkenes] USE inductive coding based on the following research questions:**
Inbox/2024-05-15-tryout-structure-chapt-412.md	Tryout structure Chapt 4.12	Documents\Tryout structure Chapt 4.12.docx	docx	0.7	2024-05-15	[]	### 4.12 Risks of Cultural Integration When Expanding into Germany
Inbox/2024-05-29-key-money.md	Key money	Documents\Key money.docx	docx	0.7	2024-05-29	[]	Chapter 6: Key money & Franchise Fees
Inbox/2024-06-07-stukje-kamer.md	Stukje kamer	Documents\Stukje kamer.docx	docx	0.7	2024-06-07	[]	Beste **,
Inbox/2024-07-01-lieve-ilse.md	Lieve Ilse	Documents\Lieve Ilse.docx	docx	0.7	2024-07-01	[]	Lieve Ilse,
Inbox/2024-07-29-pdp-management-internship.md	PDP Management Internship	Documents\PDP Management Internship.docx	docx	0.7	2024-07-29	[]	# Your internship journey is about to begin!
Inbox/2024-08-11-pdp-management-internship-v2.md	PDP Management Internship V2	Documents\PDP Management Internship V2.docx	docx	0.7	2024-08-11	[archived]	# Your internship journey is about to begin!
Inbox/2024-08-11-pdp-management-internship.md	PDP Management Internship	Documents\PDP Management Internship (AutoRecovered).docx	docx	0.7	2024-08-11	[]	# Your internship journey is about to begin!
Inbox/2024-09-11-key-phases-according-to-consultancy-doc.md	Key Phases according to consultancy Doc	Documents\Key Phases according to consultancy Doc.docx	docx	0.7	2024-09-11	[]	Key Phases to Understand:
Inbox/2024-09-14-suus-tekstje.md	Suus tekstje	Documents\Suus tekstje.docx	docx	0.7	2024-09-14	[]	Lieve Suus,
Inbox/2024-10-02-lean-management.md	Lean management	Documents\Lean management.docx	docx	0.7	2024-10-02	[]	Lean management
Inbox/2024-10-29-aedes-salaris-ideen.md	Aedes salaris ideeën	Documents\Aedes salaris ideeën.docx	docx	0.7	2024-10-29	[]	Start datum 1 maart 2024
Inbox/2024-12-09-feedback-peter-de-vree.md	Feedback Peter de Vree	Documents\Feedback Peter de Vree.docx	docx	0.7	2024-12-09	[]	Op 1 A4 info graphic voor op de eerste pagina
Inbox/2024-12-11-anwser-questions.md	Anwser Questions	Documents\Anwser Questions.docx	docx	0.7	2024-12-11	[]	# 1. Introduction
Inbox/2025-01-02-corner-store.md	Corner Store	Documents\Corner Store.docx	docx	0.7	2025-01-02	[]	Corner Store
Inbox/2025-01-10-a4-profile-thomas-wielinga.md	A4 Profile   Thomas Wielinga	Documents\A4 Profile - Thomas Wielinga.docx	docx	0.7	2025-01-10	[]	Thomas Wielinga
Inbox/2025-04-18-how-to-name-files.md	How to Name Files	How to Name Files.docx	docx	0.7	2025-04-18	[]	File Naming Convention – OnePager
Inbox/2025-06-22-statistiek-sop.md	Statistiek Sop	Documents\Statistiek Sop.docx	docx	0.7	2025-06-22	[]	Module 3
Inbox/_index.md							# Inbox — Index
Projects/.github/bug-report.md	bug report	3. Personal\DEV\BMAD-METHOD-main\.github\ISSUE_TEMPLATE\bug_report.md	md	0.8	2025-07-20	[personal, template]	---
Projects/.github/feature-request.md	feature request	3. Personal\DEV\BMAD-METHOD-main\.github\ISSUE_TEMPLATE\feature_request.md	md	0.8	2025-07-20	[personal, template]	---
Projects/.github/funding.md	FUNDING	3. Personal\DEV\BMAD-METHOD-main\.github\FUNDING.yaml	yaml	0.5	2025-07-20	[personal]	```yaml
Projects/.github/release.md	release	3. Personal\DEV\BMAD-METHOD-main\.github\workflows\release.yaml	yaml	0.5	2025-07-20	[work]	```yaml
Projects/.github/_index.md	.github						# .github
Projects/.gitignore/.gitignore.md	.gitignore	3. Personal\DEV\BMAD-METHOD-main\.gitignore	(none)	0.4	2025-07-20	[personal]	# Node modules
Projects/.husky/pre-commit.md	pre commit	3. Personal\DEV\BMAD-METHOD-main\.husky\pre-commit	(none)	0.4	2025-07-20	[personal]	# Run lint-staged to format and lint YAML files
Projects/.prettierignore/.prettierignore.md	.prettierignore	3. Personal\DEV\BMAD-METHOD-main\.prettierignore	(none)	0.4	2025-07-20	[personal]	# Dependencies
Projects/.prettierrc/.prettierrc.md	.prettierrc	3. Personal\DEV\BMAD-METHOD-main\.prettierrc	(none)	0.4	2025-07-20	[personal]	{
Projects/.releaserc.json/.releaserc.md	.releaserc	3. Personal\DEV\BMAD-METHOD-main\.releaserc.json	json	0.5	2025-07-20	[personal]	```json
Projects/.vscode/settings.md	settings	3. Personal\DEV\BMAD-METHOD-main\.vscode\settings.json	json	0.5	2025-07-20	[personal]	```json
Projects/1040-4daa74cacac6fa29.js/1040-4daa74cacac6fa29.md	1040 4daa74cacac6fa29	3. Personal\DEV\MindBoost - Replit_files\1040-4daa74cacac6fa29.js	js	0.5	2025-05-15	[personal]	```js
Projects/11-28a00920f39ac52f.js/11-28a00920f39ac52f.md	11 28a00920f39ac52f	3. Personal\DEV\MindBoost - Replit_files\11-28a00920f39ac52f.js	js	0.5	2025-05-15	[personal]	```js
Projects/113-5afe5e73d7a7ab8f.js/113-5afe5e73d7a7ab8f.md	113 5afe5e73d7a7ab8f	3. Personal\DEV\MindBoost - Replit_files\113-5afe5e73d7a7ab8f.js	js	0.5	2025-05-15	[personal]	```js
Projects/1302-993435384f07d0ad.js/1302-993435384f07d0ad.md	1302 993435384f07d0ad	3. Personal\DEV\MindBoost - Replit_files\1302-993435384f07d0ad.js	js	0.5	2025-05-15	[personal]	```js
Projects/1444-9a5ac57f3e4f12b0.js/1444-9a5ac57f3e4f12b0.md	1444 9a5ac57f3e4f12b0	3. Personal\DEV\MindBoost - Replit_files\1444-9a5ac57f3e4f12b0.js	js	0.5	2025-05-15	[personal]	```js
Projects/2319-4d541dd46ded6c00.js/2319-4d541dd46ded6c00.md	2319 4d541dd46ded6c00	3. Personal\DEV\MindBoost - Replit_files\2319-4d541dd46ded6c00.js	js	0.5	2025-05-15	[personal]	```js
Projects/2322-26da9c9c6877835d.js/2322-26da9c9c6877835d.md	2322 26da9c9c6877835d	3. Personal\DEV\MindBoost - Replit_files\2322-26da9c9c6877835d.js	js	0.5	2025-05-15	[personal]	```js
Projects/243-3908302e41dfbc19.js/243-3908302e41dfbc19.md	243 3908302e41dfbc19	3. Personal\DEV\MindBoost - Replit_files\243-3908302e41dfbc19.js	js	0.5	2025-05-15	[personal]	```js
Projects/2516-3c0a9faee46f688d.js/2516-3c0a9faee46f688d.md	2516 3c0a9faee46f688d	3. Personal\DEV\MindBoost - Replit_files\2516-3c0a9faee46f688d.js	js	0.5	2025-05-15	[personal]	```js
Projects/2619-78aeca423213ec65.js/2619-78aeca423213ec65.md	2619 78aeca423213ec65	3. Personal\DEV\MindBoost - Replit_files\2619-78aeca423213ec65.js	js	0.5	2025-05-15	[personal]	```js
Projects/2647-f2352ee1535fb0f5.js/2647-f2352ee1535fb0f5.md	2647 f2352ee1535fb0f5	3. Personal\DEV\MindBoost - Replit_files\2647-f2352ee1535fb0f5.js	js	0.5	2025-05-15	[personal]	```js
Projects/2788-c7c80cbc323fcec2.js/2788-c7c80cbc323fcec2.md	2788 c7c80cbc323fcec2	3. Personal\DEV\MindBoost - Replit_files\2788-c7c80cbc323fcec2.js	js	0.5	2025-05-15	[personal]	```js
Projects/27dcceb2-dd64dd53fbdffab0.js/27dcceb2-dd64dd53fbdffab0.md	27dcceb2 dd64dd53fbdffab0	3. Personal\DEV\MindBoost - Replit_files\27dcceb2-dd64dd53fbdffab0.js	js	0.5	2025-05-15	[personal]	```js
Projects/2928-f3d37c031e62db66.js/2928-f3d37c031e62db66.md	2928 f3d37c031e62db66	3. Personal\DEV\MindBoost - Replit_files\2928-f3d37c031e62db66.js	js	0.5	2025-05-15	[personal]	```js
Projects/3002-d6d7a4a457d118e3.js/3002-d6d7a4a457d118e3.md	3002 d6d7a4a457d118e3	3. Personal\DEV\MindBoost - Replit_files\3002-d6d7a4a457d118e3.js	js	0.5	2025-05-15	[personal]	```js
Projects/3021-e32a26e0e6911d43.js/3021-e32a26e0e6911d43.md	3021 e32a26e0e6911d43	3. Personal\DEV\MindBoost - Replit_files\3021-e32a26e0e6911d43.js	js	0.5	2025-05-15	[personal]	```js
Projects/3025-3dd21faadad87fa4.js/3025-3dd21faadad87fa4.md	3025 3dd21faadad87fa4	3. Personal\DEV\MindBoost - Replit_files\3025-3dd21faadad87fa4.js	js	0.5	2025-05-15	[personal]	```js
Projects/3030-16e3ffbfdf9534c7.js/3030-16e3ffbfdf9534c7.md	3030 16e3ffbfdf9534c7	3. Personal\DEV\MindBoost - Replit_files\3030-16e3ffbfdf9534c7.js	js	0.5	2025-05-15	[personal]	```js
Projects/3158-18ff700cff61b6fb.js/3158-18ff700cff61b6fb.md	3158 18ff700cff61b6fb	3. Personal\DEV\MindBoost - Replit_files\3158-18ff700cff61b6fb.js	js	0.5	2025-05-15	[personal]	```js
Projects/3233-ece72e8a27e3fceb.js/3233-ece72e8a27e3fceb.md	3233 ece72e8a27e3fceb	3. Personal\DEV\MindBoost - Replit_files\3233-ece72e8a27e3fceb.js	js	0.5	2025-05-15	[personal]	```js
Projects/33-e179a771e96d4fc4.js/33-e179a771e96d4fc4.md	33 e179a771e96d4fc4	3. Personal\DEV\MindBoost - Replit_files\33-e179a771e96d4fc4.js	js	0.5	2025-05-15	[personal]	```js
Projects/3341-a96879ea4357d11e.js/3341-a96879ea4357d11e.md	3341 a96879ea4357d11e	3. Personal\DEV\MindBoost - Replit_files\3341-a96879ea4357d11e.js	js	0.5	2025-05-15	[personal]	```js
Projects/3481-0f2a5fec43cb4c5b.js/3481-0f2a5fec43cb4c5b.md	3481 0f2a5fec43cb4c5b	3. Personal\DEV\MindBoost - Replit_files\3481-0f2a5fec43cb4c5b.js	js	0.5	2025-05-15	[personal]	```js
Projects/3629-d9258d5dc9d9b64c.js/3629-d9258d5dc9d9b64c.md	3629 d9258d5dc9d9b64c	3. Personal\DEV\MindBoost - Replit_files\3629-d9258d5dc9d9b64c.js	js	0.5	2025-05-15	[personal]	```js
Projects/4098-8526555834e7a9cf.js/4098-8526555834e7a9cf.md	4098 8526555834e7a9cf	3. Personal\DEV\MindBoost - Replit_files\4098-8526555834e7a9cf.js	js	0.5	2025-05-15	[personal]	```js
Projects/4182-784628e852e14226.js/4182-784628e852e14226.md	4182 784628e852e14226	3. Personal\DEV\MindBoost - Replit_files\4182-784628e852e14226.js	js	0.5	2025-05-15	[personal]	```js
Projects/4230-8b182e5dd21a5639.js/4230-8b182e5dd21a5639.md	4230 8b182e5dd21a5639	3. Personal\DEV\MindBoost - Replit_files\4230-8b182e5dd21a5639.js	js	0.5	2025-05-15	[personal]	```js
Projects/4239-8f427064831f2e5e.js/4239-8f427064831f2e5e.md	4239 8f427064831f2e5e	3. Personal\DEV\MindBoost - Replit_files\4239-8f427064831f2e5e.js	js	0.5	2025-05-15	[personal]	```js
Projects/4308-1c71bdd0939365df.js/4308-1c71bdd0939365df.md	4308 1c71bdd0939365df	3. Personal\DEV\MindBoost - Replit_files\4308-1c71bdd0939365df.js	js	0.5	2025-05-15	[personal]	```js
Projects/4344-f9d9149c8bf6381c.js/4344-f9d9149c8bf6381c.md	4344 f9d9149c8bf6381c	3. Personal\DEV\MindBoost - Replit_files\4344-f9d9149c8bf6381c.js	js	0.5	2025-05-15	[personal]	```js
Projects/4474-2dec41b3f69e5732.js/4474-2dec41b3f69e5732.md	4474 2dec41b3f69e5732	3. Personal\DEV\MindBoost - Replit_files\4474-2dec41b3f69e5732.js	js	0.5	2025-05-15	[personal]	```js
Projects/4550-0e5314ef881fabc1.js/4550-0e5314ef881fabc1.md	4550 0e5314ef881fabc1	3. Personal\DEV\MindBoost - Replit_files\4550-0e5314ef881fabc1.js	js	0.5	2025-05-15	[personal]	```js
Projects/4566-7b1a7acb80f28ea0.js/4566-7b1a7acb80f28ea0.md	4566 7b1a7acb80f28ea0	3. Personal\DEV\MindBoost - Replit_files\4566-7b1a7acb80f28ea0.js	js	0.5	2025-05-15	[personal]	```js
Projects/4611-1156b79a45d49b64.js/4611-1156b79a45d49b64.md	4611 1156b79a45d49b64	3. Personal\DEV\MindBoost - Replit_files\4611-1156b79a45d49b64.js	js	0.5	2025-05-15	[personal]	```js
Projects/4841-b446d34ab4cf05bb.js/4841-b446d34ab4cf05bb.md	4841 b446d34ab4cf05bb	3. Personal\DEV\MindBoost - Replit_files\4841-b446d34ab4cf05bb.js	js	0.5	2025-05-15	[personal]	```js
Projects/4899-d6835b9c1d7f7e49.js/4899-d6835b9c1d7f7e49.md	4899 d6835b9c1d7f7e49	3. Personal\DEV\MindBoost - Replit_files\4899-d6835b9c1d7f7e49.js	js	0.5	2025-05-15	[personal]	```js
Projects/5243-5d5ac6f557f7bb7c.js/5243-5d5ac6f557f7bb7c.md	5243 5d5ac6f557f7bb7c	3. Personal\DEV\MindBoost - Replit_files\5243-5d5ac6f557f7bb7c.js	js	0.5	2025-05-15	[personal]	```js
Projects/5605-c4817a7d9bb32ba4.js/5605-c4817a7d9bb32ba4.md	5605 c4817a7d9bb32ba4	3. Personal\DEV\MindBoost - Replit_files\5605-c4817a7d9bb32ba4.js	js	0.5	2025-05-15	[personal]	```js
Projects/5731-8d259cdff88b3717.js/5731-8d259cdff88b3717.md	5731 8d259cdff88b3717	3. Personal\DEV\MindBoost - Replit_files\5731-8d259cdff88b3717.js	js	0.5	2025-05-15	[personal]	```js
Projects/5908-de5e3ccf01452967.js/5908-de5e3ccf01452967.md	5908 de5e3ccf01452967	3. Personal\DEV\MindBoost - Replit_files\5908-de5e3ccf01452967.js	js	0.5	2025-05-15	[personal]	```js
Projects/6052-067ca53ec3fcfd1c.js/6052-067ca53ec3fcfd1c.md	6052 067ca53ec3fcfd1c	3. Personal\DEV\MindBoost - Replit_files\6052-067ca53ec3fcfd1c.js	js	0.5	2025-05-15	[personal]	```js
Projects/6112-924ecbb26a7cb2ba.js/6112-924ecbb26a7cb2ba.md	6112 924ecbb26a7cb2ba	3. Personal\DEV\MindBoost - Replit_files\6112-924ecbb26a7cb2ba.js	js	0.5	2025-05-15	[personal]	```js
Projects/6364-d71bd89d9ab853b1.js/6364-d71bd89d9ab853b1.md	6364 d71bd89d9ab853b1	3. Personal\DEV\MindBoost - Replit_files\6364-d71bd89d9ab853b1.js	js	0.5	2025-05-15	[personal]	```js
Projects/6465-326c8e64d8f8378e.js/6465-326c8e64d8f8378e.md	6465 326c8e64d8f8378e	3. Personal\DEV\MindBoost - Replit_files\6465-326c8e64d8f8378e.js	js	0.5	2025-05-15	[personal]	```js
Projects/6549-9952405016028fe3.js/6549-9952405016028fe3.md	6549 9952405016028fe3	3. Personal\DEV\MindBoost - Replit_files\6549-9952405016028fe3.js	js	0.5	2025-05-15	[personal]	```js
Projects/6677-d9a60edc107027e0.js/6677-d9a60edc107027e0.md	6677 d9a60edc107027e0	3. Personal\DEV\MindBoost - Replit_files\6677-d9a60edc107027e0.js	js	0.5	2025-05-15	[personal]	```js
Projects/6747e1e9-c811369deb749a09.js/6747e1e9-c811369deb749a09.md	6747e1e9 c811369deb749a09	3. Personal\DEV\MindBoost - Replit_files\6747e1e9-c811369deb749a09.js	js	0.5	2025-05-15	[personal]	```js
Projects/694-dc1775b93f51f4b6.js/694-dc1775b93f51f4b6.md	694 dc1775b93f51f4b6	3. Personal\DEV\MindBoost - Replit_files\694-dc1775b93f51f4b6.js	js	0.5	2025-05-15	[personal]	```js
Projects/743659af-08dde78dad73112c.js/743659af-08dde78dad73112c.md	743659af 08dde78dad73112c	3. Personal\DEV\MindBoost - Replit_files\743659af-08dde78dad73112c.js	js	0.5	2025-05-15	[personal]	```js
Projects/7482-ef74c586efac20c4.js/7482-ef74c586efac20c4.md	7482 ef74c586efac20c4	3. Personal\DEV\MindBoost - Replit_files\7482-ef74c586efac20c4.js	js	0.5	2025-05-15	[personal]	```js
Projects/7573-d6d92ec0fef9166f.js/7573-d6d92ec0fef9166f.md	7573 d6d92ec0fef9166f	3. Personal\DEV\MindBoost - Replit_files\7573-d6d92ec0fef9166f.js	js	0.5	2025-05-15	[personal]	```js
Projects/7618-4e04fd29a19a4ce8.js/7618-4e04fd29a19a4ce8.md	7618 4e04fd29a19a4ce8	3. Personal\DEV\MindBoost - Replit_files\7618-4e04fd29a19a4ce8.js	js	0.5	2025-05-15	[personal]	```js
Projects/7650-dbbf6c55d9aaf85a.js/7650-dbbf6c55d9aaf85a.md	7650 dbbf6c55d9aaf85a	3. Personal\DEV\MindBoost - Replit_files\7650-dbbf6c55d9aaf85a.js	js	0.5	2025-05-15	[personal]	```js
Projects/7853-c55967679753ca1b.js/7853-c55967679753ca1b.md	7853 c55967679753ca1b	3. Personal\DEV\MindBoost - Replit_files\7853-c55967679753ca1b.js	js	0.5	2025-05-15	[personal]	```js
Projects/7927-e63f1c890db2c183.js/7927-e63f1c890db2c183.md	7927 e63f1c890db2c183	3. Personal\DEV\MindBoost - Replit_files\7927-e63f1c890db2c183.js	js	0.5	2025-05-15	[personal]	```js
Projects/8305-9c3c73ff61ac750a.js/8305-9c3c73ff61ac750a.md	8305 9c3c73ff61ac750a	3. Personal\DEV\MindBoost - Replit_files\8305-9c3c73ff61ac750a.js	js	0.5	2025-05-15	[personal]	```js
Projects/8309-565a04f10b37cf12.js/8309-565a04f10b37cf12.md	8309 565a04f10b37cf12	3. Personal\DEV\MindBoost - Replit_files\8309-565a04f10b37cf12.js	js	0.5	2025-05-15	[personal]	```js
Projects/8508-90f1fdc15401a991.js/8508-90f1fdc15401a991.md	8508 90f1fdc15401a991	3. Personal\DEV\MindBoost - Replit_files\8508-90f1fdc15401a991.js	js	0.5	2025-05-15	[personal]	```js
Projects/8845-818360fff9835bd3.js/8845-818360fff9835bd3.md	8845 818360fff9835bd3	3. Personal\DEV\MindBoost - Replit_files\8845-818360fff9835bd3.js	js	0.5	2025-05-15	[personal]	```js
Projects/8997-b3e5552b536fbec2.js/8997-b3e5552b536fbec2.md	8997 b3e5552b536fbec2	3. Personal\DEV\MindBoost - Replit_files\8997-b3e5552b536fbec2.js	js	0.5	2025-05-15	[personal]	```js
Projects/9027-6385066341e68327.js/9027-6385066341e68327.md	9027 6385066341e68327	3. Personal\DEV\MindBoost - Replit_files\9027-6385066341e68327.js	js	0.5	2025-05-15	[personal]	```js
Projects/9360-bbcfa40294b1f3d4.js/9360-bbcfa40294b1f3d4.md	9360 bbcfa40294b1f3d4	3. Personal\DEV\MindBoost - Replit_files\9360-bbcfa40294b1f3d4.js	js	0.5	2025-05-15	[personal]	```js
Projects/9864-e5ef292575cc54dd.js/9864-e5ef292575cc54dd.md	9864 e5ef292575cc54dd	3. Personal\DEV\MindBoost - Replit_files\9864-e5ef292575cc54dd.js	js	0.5	2025-05-15	[personal]	```js
Projects/9956-ad3e713354c0d009.js/9956-ad3e713354c0d009.md	9956 ad3e713354c0d009	3. Personal\DEV\MindBoost - Replit_files\9956-ad3e713354c0d009.js	js	0.5	2025-05-15	[personal]	```js
Projects/af3e01921a69668a.css/af3e01921a69668a.md	af3e01921a69668a	3. Personal\DEV\MindBoost - Replit_files\af3e01921a69668a.css	css	0.5	2025-05-15	[personal]	```css
Projects/agentverify-7fd1bd3d1979f179.js/agentverify-7fd1bd3d1979f179.md	agentVerify 7fd1bd3d1979f179	3. Personal\DEV\MindBoost - Replit_files\agentVerify-7fd1bd3d1979f179.js	js	0.5	2025-05-15	[personal]	```js
Projects/analytics.js/analytics.md	analytics	3. Personal\DEV\MindBoost - Replit_files\analytics.js	js	0.5	2025-05-15	[personal]	```js
Projects/anchor.html/anchor.md	anchor	3. Personal\DEV\MindBoost - Replit_files\anchor.html	html	0.8	2025-05-15	[personal]	reCAPTCHA 
Projects/api(1).js/api.md	api	3. Personal\DEV\MindBoost - Replit_files\api.js	js	0.5	2025-05-15	[personal]	```js
Projects/api.js/api.md	api	3. Personal\DEV\MindBoost - Replit_files\api.js	js	0.5	2025-05-15	[personal]	```js
Projects/beacon.js/beacon.md	beacon	3. Personal\DEV\MindBoost - Replit_files\beacon.js	js	0.5	2025-05-15	[personal]	```js
Projects/BeBright/2026-05-14-back-to-the-office-bebright.md	back to the office BeBright	BUSINESS\BeBright\back to the office BeBright.docx	docx	0.8	2020-06-11	[work]	
Projects/BeBright/2026-05-14-bebright-factuur.md	BeBright Factuur	BUSINESS\BeBright\BeBright Factuur.pdf	pdf	0.8	2020-06-25	[work]	FACTUUR 
Projects/BeBright/2026-05-14-bebright-offerte.md	BeBright Offerte	BUSINESS\BeBright\BeBright Offerte.docx	docx	0.8	2020-06-15	[work, project]	
Projects/BeBright/2026-05-14-bebright.md	BeBright	BUSINESS\BeBright\BeBright.txt	txt	0.8	2020-06-15	[work]	Mango Tonic (16)
Projects/BeBright/2026-05-14-coctail-recepten.md	Coctail recepten	BUSINESS\BeBright\Coctail recepten.docx	docx	0.8	2019-04-15	[work]	Spritz Aperol:
Projects/BeBright/2026-05-14-mango-tonic.md	Mango Tonic	BUSINESS\BeBright\Mango Tonic.docx	docx	0.8	2020-06-12	[work]	Mango Tonic (16) Shine Bright
Projects/BeBright/_index.md							# Bebright — Index
Projects/bmad-core/advanced-elicitation-task.md	Advanced Elicitation Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\advanced-elicitation.md	md	0.8	2025-07-20	[personal]	# Advanced Elicitation Task
Projects/bmad-core/analyst.md	analyst	3. Personal\DEV\BMAD-METHOD-main\bmad-core\agents\analyst.md	md	0.8	2025-07-20	[personal]	# analyst
Projects/bmad-core/architect-solution-validation-checklist.md	Architect Solution Validation Checklist	3. Personal\DEV\BMAD-METHOD-main\bmad-core\checklists\architect-checklist.md	md	0.8	2025-07-20	[personal]	# Architect Solution Validation Checklist
Projects/bmad-core/architect.md	architect	3. Personal\DEV\BMAD-METHOD-main\bmad-core\agents\architect.md	md	0.8	2025-07-20	[personal]	# architect
Projects/bmad-core/architecture-tmpl.md	architecture tmpl	3. Personal\DEV\BMAD-METHOD-main\bmad-core\templates\architecture-tmpl.yaml	yaml	0.5	2025-07-20	[personal, template]	```yaml
Projects/bmad-core/bmad-knowledge-base.md	BMad Knowledge Base	3. Personal\DEV\BMAD-METHOD-main\bmad-core\data\bmad-kb.md	md	0.8	2025-07-20	[personal]	# BMad Knowledge Base
Projects/bmad-core/bmad-master.md	BMad Master	3. Personal\DEV\BMAD-METHOD-main\bmad-core\agents\bmad-master.md	md	0.8	2025-07-20	[personal]	# BMad Master
Projects/bmad-core/bmad-method-bmad-code-user-guide.md	BMad-Method BMAd Code User Guide	3. Personal\DEV\BMAD-METHOD-main\bmad-core\user-guide.md	md	0.8	2025-07-20	[personal, reference]	# BMad-Method BMAd Code User Guide
Projects/bmad-core/bmad-web-orchestrator.md	BMad Web Orchestrator	3. Personal\DEV\BMAD-METHOD-main\bmad-core\agents\bmad-orchestrator.md	md	0.8	2025-07-20	[personal]	# BMad Web Orchestrator
Projects/bmad-core/brainstorming-output-tmpl.md	brainstorming output tmpl	3. Personal\DEV\BMAD-METHOD-main\bmad-core\templates\brainstorming-output-tmpl.yaml	yaml	0.5	2025-07-20	[personal, template]	```yaml
Projects/bmad-core/brainstorming-techniques-data.md	Brainstorming Techniques Data	3. Personal\DEV\BMAD-METHOD-main\bmad-core\data\brainstorming-techniques.md	md	0.8	2025-07-20	[personal, idea]	# Brainstorming Techniques Data
Projects/bmad-core/brownfield-architecture-tmpl.md	brownfield architecture tmpl	3. Personal\DEV\BMAD-METHOD-main\bmad-core\templates\brownfield-architecture-tmpl.yaml	yaml	0.5	2025-07-20	[personal, template]	```yaml
Projects/bmad-core/brownfield-fullstack.md	brownfield fullstack	3. Personal\DEV\BMAD-METHOD-main\bmad-core\workflows\brownfield-fullstack.yaml	yaml	0.5	2025-07-20	[work]	```yaml
Projects/bmad-core/brownfield-prd-tmpl.md	brownfield prd tmpl	3. Personal\DEV\BMAD-METHOD-main\bmad-core\templates\brownfield-prd-tmpl.yaml	yaml	0.5	2025-07-20	[personal, template]	```yaml
Projects/bmad-core/brownfield-service.md	brownfield service	3. Personal\DEV\BMAD-METHOD-main\bmad-core\workflows\brownfield-service.yaml	yaml	0.5	2025-07-20	[work]	```yaml
Projects/bmad-core/brownfield-ui.md	brownfield ui	3. Personal\DEV\BMAD-METHOD-main\bmad-core\workflows\brownfield-ui.yaml	yaml	0.5	2025-07-20	[work]	```yaml
Projects/bmad-core/change-navigation-checklist.md	Change Navigation Checklist	3. Personal\DEV\BMAD-METHOD-main\bmad-core\checklists\change-checklist.md	md	0.8	2025-07-20	[personal]	# Change Navigation Checklist
Projects/bmad-core/competitor-analysis-tmpl.md	competitor analysis tmpl	3. Personal\DEV\BMAD-METHOD-main\bmad-core\templates\competitor-analysis-tmpl.yaml	yaml	0.5	2025-07-20	[personal, template]	```yaml
Projects/bmad-core/core-config.md	core config	3. Personal\DEV\BMAD-METHOD-main\bmad-core\core-config.yaml	yaml	0.5	2025-07-20	[personal]	```yaml
Projects/bmad-core/correct-course-task.md	Correct Course Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\correct-course.md	md	0.8	2025-07-20	[personal]	# Correct Course Task
Projects/bmad-core/create-ai-frontend-prompt-task.md	Create AI Frontend Prompt Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\generate-ai-frontend-prompt.md	md	0.8	2025-07-20	[personal]	# Create AI Frontend Prompt Task
Projects/bmad-core/create-brownfield-epic-task.md	Create Brownfield Epic Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\brownfield-create-epic.md	md	0.8	2025-07-20	[personal]	# Create Brownfield Epic Task
Projects/bmad-core/create-brownfield-story-task.md	Create Brownfield Story Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\create-brownfield-story.md	md	0.8	2025-07-20	[personal]	# Create Brownfield Story Task
Projects/bmad-core/create-deep-research-prompt-task.md	Create Deep Research Prompt Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\create-deep-research-prompt.md	md	0.8	2025-07-20	[personal, reference]	# Create Deep Research Prompt Task
Projects/bmad-core/create-next-story-task.md	Create Next Story Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\create-next-story.md	md	0.8	2025-07-20	[personal]	# Create Next Story Task
Projects/bmad-core/dev.md	dev	3. Personal\DEV\BMAD-METHOD-main\bmad-core\agents\dev.md	md	0.8	2025-07-20	[personal]	# dev
Projects/bmad-core/document-an-existing-project.md	Document an Existing Project	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\document-project.md	md	0.8	2025-07-20	[personal, project]	# Document an Existing Project
Projects/bmad-core/document-sharding-task.md	Document Sharding Task	3. Personal\DEV\BMAD-METHOD-main\bmad-core\tasks\shard-doc.md	md	0.8	2025-07-20	[personal]	# Document Sharding Task
