path	filename	ext	date_in_name	has_frontmatter	incoming_links	size_bytes	mtime	parent_folder
Projects/4182-784628e852e14226.js/4182-784628e852e14226.md	4182-784628e852e14226.md	md		Y	0	225720	2026-05-14	Projects/4182-784628e852e14226.js
Projects/4230-8b182e5dd21a5639.js/4230-8b182e5dd21a5639.md	4230-8b182e5dd21a5639.md	md		Y	0	28241	2026-05-14	Projects/4230-8b182e5dd21a5639.js
Projects/4239-8f427064831f2e5e.js/4239-8f427064831f2e5e.md	4239-8f427064831f2e5e.md	md		Y	0	52886	2026-05-14	Projects/4239-8f427064831f2e5e.js
Projects/4308-1c71bdd0939365df.js/4308-1c71bdd0939365df.md	4308-1c71bdd0939365df.md	md		Y	0	185207	2026-05-14	Projects/4308-1c71bdd0939365df.js
Projects/4344-f9d9149c8bf6381c.js/4344-f9d9149c8bf6381c.md	4344-f9d9149c8bf6381c.md	md		Y	0	35090	2026-05-14	Projects/4344-f9d9149c8bf6381c.js
Projects/4474-2dec41b3f69e5732.js/4474-2dec41b3f69e5732.md	4474-2dec41b3f69e5732.md	md		Y	0	55457	2026-05-14	Projects/4474-2dec41b3f69e5732.js
Projects/4550-0e5314ef881fabc1.js/4550-0e5314ef881fabc1.md	4550-0e5314ef881fabc1.md	md		Y	0	70277	2026-05-14	Projects/4550-0e5314ef881fabc1.js
Projects/4566-7b1a7acb80f28ea0.js/4566-7b1a7acb80f28ea0.md	4566-7b1a7acb80f28ea0.md	md		Y	0	25809	2026-05-14	Projects/4566-7b1a7acb80f28ea0.js
Projects/4611-1156b79a45d49b64.js/4611-1156b79a45d49b64.md	4611-1156b79a45d49b64.md	md		Y	0	23322	2026-05-14	Projects/4611-1156b79a45d49b64.js
Projects/4841-b446d34ab4cf05bb.js/4841-b446d34ab4cf05bb.md	4841-b446d34ab4cf05bb.md	md		Y	0	16806	2026-05-14	Projects/4841-b446d34ab4cf05bb.js
Projects/4899-d6835b9c1d7f7e49.js/4899-d6835b9c1d7f7e49.md	4899-d6835b9c1d7f7e49.md	md		Y	0	118064	2026-05-14	Projects/4899-d6835b9c1d7f7e49.js
Projects/5243-5d5ac6f557f7bb7c.js/5243-5d5ac6f557f7bb7c.md	5243-5d5ac6f557f7bb7c.md	md		Y	0	70026	2026-05-14	Projects/5243-5d5ac6f557f7bb7c.js
Projects/5605-c4817a7d9bb32ba4.js/5605-c4817a7d9bb32ba4.md	5605-c4817a7d9bb32ba4.md	md		Y	0	25822	2026-05-14	Projects/5605-c4817a7d9bb32ba4.js
Projects/5731-8d259cdff88b3717.js/5731-8d259cdff88b3717.md	5731-8d259cdff88b3717.md	md		Y	0	10250	2026-05-14	Projects/5731-8d259cdff88b3717.js
Projects/5908-de5e3ccf01452967.js/5908-de5e3ccf01452967.md	5908-de5e3ccf01452967.md	md		Y	0	12124	2026-05-14	Projects/5908-de5e3ccf01452967.js
Projects/6052-067ca53ec3fcfd1c.js/6052-067ca53ec3fcfd1c.md	6052-067ca53ec3fcfd1c.md	md		Y	0	28762	2026-05-14	Projects/6052-067ca53ec3fcfd1c.js
Projects/6112-924ecbb26a7cb2ba.js/6112-924ecbb26a7cb2ba.md	6112-924ecbb26a7cb2ba.md	md		Y	0	148305	2026-05-14	Projects/6112-924ecbb26a7cb2ba.js
Projects/6364-d71bd89d9ab853b1.js/6364-d71bd89d9ab853b1.md	6364-d71bd89d9ab853b1.md	md		Y	0	32923	2026-05-14	Projects/6364-d71bd89d9ab853b1.js
Projects/6465-326c8e64d8f8378e.js/6465-326c8e64d8f8378e.md	6465-326c8e64d8f8378e.md	md		Y	0	77442	2026-05-14	Projects/6465-326c8e64d8f8378e.js
Projects/6549-9952405016028fe3.js/6549-9952405016028fe3.md	6549-9952405016028fe3.md	md		Y	0	29213	2026-05-14	Projects/6549-9952405016028fe3.js
Projects/6677-d9a60edc107027e0.js/6677-d9a60edc107027e0.md	6677-d9a60edc107027e0.md	md		Y	0	11131	2026-05-14	Projects/6677-d9a60edc107027e0.js
Projects/6747e1e9-c811369deb749a09.js/6747e1e9-c811369deb749a09.md	6747e1e9-c811369deb749a09.md	md		Y	0	87517	2026-05-14	Projects/6747e1e9-c811369deb749a09.js
Projects/694-dc1775b93f51f4b6.js/694-dc1775b93f51f4b6.md	694-dc1775b93f51f4b6.md	md		Y	0	7738	2026-05-14	Projects/694-dc1775b93f51f4b6.js
Projects/743659af-08dde78dad73112c.js/743659af-08dde78dad73112c.md	743659af-08dde78dad73112c.md	md		Y	0	80613	2026-05-14	Projects/743659af-08dde78dad73112c.js
Projects/7482-ef74c586efac20c4.js/7482-ef74c586efac20c4.md	7482-ef74c586efac20c4.md	md		Y	0	60617	2026-05-14	Projects/7482-ef74c586efac20c4.js
Projects/7573-d6d92ec0fef9166f.js/7573-d6d92ec0fef9166f.md	7573-d6d92ec0fef9166f.md	md		Y	0	27055	2026-05-14	Projects/7573-d6d92ec0fef9166f.js
Projects/7618-4e04fd29a19a4ce8.js/7618-4e04fd29a19a4ce8.md	7618-4e04fd29a19a4ce8.md	md		Y	0	15802	2026-05-14	Projects/7618-4e04fd29a19a4ce8.js
Projects/7650-dbbf6c55d9aaf85a.js/7650-dbbf6c55d9aaf85a.md	7650-dbbf6c55d9aaf85a.md	md		Y	0	70789	2026-05-14	Projects/7650-dbbf6c55d9aaf85a.js
Projects/7853-c55967679753ca1b.js/7853-c55967679753ca1b.md	7853-c55967679753ca1b.md	md		Y	0	356103	2026-05-14	Projects/7853-c55967679753ca1b.js
Projects/7927-e63f1c890db2c183.js/7927-e63f1c890db2c183.md	7927-e63f1c890db2c183.md	md		Y	0	572648	2026-05-14	Projects/7927-e63f1c890db2c183.js
Projects/8305-9c3c73ff61ac750a.js/8305-9c3c73ff61ac750a.md	8305-9c3c73ff61ac750a.md	md		Y	0	29791	2026-05-14	Projects/8305-9c3c73ff61ac750a.js
Projects/8309-565a04f10b37cf12.js/8309-565a04f10b37cf12.md	8309-565a04f10b37cf12.md	md		Y	0	13237	2026-05-14	Projects/8309-565a04f10b37cf12.js
Projects/8508-90f1fdc15401a991.js/8508-90f1fdc15401a991.md	8508-90f1fdc15401a991.md	md		Y	0	26075	2026-05-14	Projects/8508-90f1fdc15401a991.js
Projects/8845-818360fff9835bd3.js/8845-818360fff9835bd3.md	8845-818360fff9835bd3.md	md		Y	0	22227	2026-05-14	Projects/8845-818360fff9835bd3.js
Projects/8997-b3e5552b536fbec2.js/8997-b3e5552b536fbec2.md	8997-b3e5552b536fbec2.md	md		Y	0	32595	2026-05-14	Projects/8997-b3e5552b536fbec2.js
Projects/9027-6385066341e68327.js/9027-6385066341e68327.md	9027-6385066341e68327.md	md		Y	0	18457	2026-05-14	Projects/9027-6385066341e68327.js
Projects/9360-bbcfa40294b1f3d4.js/9360-bbcfa40294b1f3d4.md	9360-bbcfa40294b1f3d4.md	md		Y	0	387391	2026-05-14	Projects/9360-bbcfa40294b1f3d4.js
Projects/9864-e5ef292575cc54dd.js/9864-e5ef292575cc54dd.md	9864-e5ef292575cc54dd.md	md		Y	0	5995	2026-05-14	Projects/9864-e5ef292575cc54dd.js
Projects/9956-ad3e713354c0d009.js/9956-ad3e713354c0d009.md	9956-ad3e713354c0d009.md	md		Y	0	16083	2026-05-14	Projects/9956-ad3e713354c0d009.js
Projects/af3e01921a69668a.css/af3e01921a69668a.md	af3e01921a69668a.md	md		Y	0	11833	2026-05-14	Projects/af3e01921a69668a.css
Projects/agentverify-7fd1bd3d1979f179.js/agentverify-7fd1bd3d1979f179.md	agentverify-7fd1bd3d1979f179.md	md		Y	0	34725	2026-05-14	Projects/agentverify-7fd1bd3d1979f179.js
Projects/analytics.js/analytics.md	analytics.md	md		Y	0	53249	2026-05-14	Projects/analytics.js
Projects/anchor.html/anchor.md	anchor.md	md		Y	0	334	2026-05-14	Projects/anchor.html
Projects/api(1).js/api.md	api.md	md		Y	0	211639	2026-05-14	Projects/api(1).js
Projects/api.js/api.md	api.md	md		Y	0	211639	2026-05-14	Projects/api.js
Projects/beacon.js/beacon.md	beacon.md	md		Y	0	31913	2026-05-14	Projects/beacon.js
Projects/BeBright/2026-05-14-back-to-the-office-bebright.md	2026-05-14-back-to-the-office-bebright.md	md	2026-05-14	Y	0	236	2026-05-14	Projects/BeBright
Projects/BeBright/2026-05-14-bebright-factuur.md	2026-05-14-bebright-factuur.md	md	2026-05-14	Y	0	929	2026-05-14	Projects/BeBright
Projects/BeBright/2026-05-14-bebright-offerte.md	2026-05-14-bebright-offerte.md	md	2026-05-14	Y	0	227	2026-05-14	Projects/BeBright
Projects/BeBright/2026-05-14-bebright.md	2026-05-14-bebright.md	md	2026-05-14	Y	0	1704	2026-05-14	Projects/BeBright
Projects/BeBright/2026-05-14-coctail-recepten.md	2026-05-14-coctail-recepten.md	md	2026-05-14	Y	0	1083	2026-05-14	Projects/BeBright
Projects/BeBright/2026-05-14-mango-tonic.md	2026-05-14-mango-tonic.md	md	2026-05-14	Y	0	552	2026-05-14	Projects/BeBright
Projects/BeBright/_index.md	_index.md	md		N	36	318	2026-05-14	Projects/BeBright
Projects/bmad-core/advanced-elicitation-task.md	advanced-elicitation-task.md	md		Y	1	4713	2026-05-14	Projects/bmad-core
Projects/bmad-core/analyst.md	analyst.md	md		Y	1	5775	2026-05-14	Projects/bmad-core
Projects/bmad-core/architect-solution-validation-checklist.md	architect-solution-validation-checklist.md	md		Y	1	19576	2026-05-14	Projects/bmad-core
Projects/bmad-core/architect.md	architect.md	md		Y	1	5863	2026-05-14	Projects/bmad-core
Projects/bmad-core/architecture-tmpl.md	architecture-tmpl.md	md		Y	1	29207	2026-05-14	Projects/bmad-core
Projects/bmad-core/bmad-knowledge-base.md	bmad-knowledge-base.md	md		Y	1	32825	2026-05-14	Projects/bmad-core
Projects/bmad-core/bmad-master.md	bmad-master.md	md		Y	1	6175	2026-05-14	Projects/bmad-core
Projects/bmad-core/bmad-method-bmad-code-user-guide.md	bmad-method-bmad-code-user-guide.md	md		Y	1	11298	2026-05-14	Projects/bmad-core
Projects/bmad-core/bmad-web-orchestrator.md	bmad-web-orchestrator.md	md		Y	1	8274	2026-05-14	Projects/bmad-core
Projects/bmad-core/brainstorming-output-tmpl.md	brainstorming-output-tmpl.md	md		Y	1	5328	2026-05-14	Projects/bmad-core
Projects/bmad-core/brainstorming-techniques-data.md	brainstorming-techniques-data.md	md		Y	1	2194	2026-05-14	Projects/bmad-core
Projects/bmad-core/brownfield-architecture-tmpl.md	brownfield-architecture-tmpl.md	md		Y	1	21963	2026-05-14	Projects/bmad-core
Projects/bmad-core/brownfield-fullstack.md	brownfield-fullstack.md	md		Y	1	11771	2026-05-14	Projects/bmad-core
Projects/bmad-core/brownfield-prd-tmpl.md	brownfield-prd-tmpl.md	md		Y	1	15318	2026-05-14	Projects/bmad-core
Projects/bmad-core/brownfield-service.md	brownfield-service.md	md		Y	1	7244	2026-05-14	Projects/bmad-core
Projects/bmad-core/brownfield-ui.md	brownfield-ui.md	md		Y	1	7617	2026-05-14	Projects/bmad-core
Projects/bmad-core/change-navigation-checklist.md	change-navigation-checklist.md	md		Y	1	8844	2026-05-14	Projects/bmad-core
Projects/bmad-core/competitor-analysis-tmpl.md	competitor-analysis-tmpl.md	md		Y	1	12245	2026-05-14	Projects/bmad-core
Projects/bmad-core/core-config.md	core-config.md	md		Y	1	822	2026-05-14	Projects/bmad-core
Projects/bmad-core/correct-course-task.md	correct-course-task.md	md		Y	1	7501	2026-05-14	Projects/bmad-core
Projects/bmad-core/create-ai-frontend-prompt-task.md	create-ai-frontend-prompt-task.md	md		Y	1	4900	2026-05-14	Projects/bmad-core
Projects/bmad-core/create-brownfield-epic-task.md	create-brownfield-epic-task.md	md		Y	1	5286	2026-05-14	Projects/bmad-core
Projects/bmad-core/create-brownfield-story-task.md	create-brownfield-story-task.md	md		Y	2	9944	2026-05-14	Projects/bmad-core
Projects/bmad-core/create-deep-research-prompt-task.md	create-deep-research-prompt-task.md	md		Y	1	7939	2026-05-14	Projects/bmad-core
Projects/bmad-core/create-next-story-task.md	create-next-story-task.md	md		Y	1	7656	2026-05-14	Projects/bmad-core
Projects/bmad-core/dev.md	dev.md	md		Y	1	6530	2026-05-14	Projects/bmad-core
Projects/bmad-core/document-an-existing-project.md	document-an-existing-project.md	md		Y	1	13927	2026-05-14	Projects/bmad-core
Projects/bmad-core/document-sharding-task.md	document-sharding-task.md	md		Y	1	6211	2026-05-14	Projects/bmad-core
Projects/bmad-core/elicitation-methods-data.md	elicitation-methods-data.md	md		Y	1	5434	2026-05-14	Projects/bmad-core
Projects/bmad-core/facilitate-brainstorming-session.md	facilitate-brainstorming-session.md	md		Y	1	5063	2026-05-14	Projects/bmad-core
Projects/bmad-core/front-end-architecture-tmpl.md	front-end-architecture-tmpl.md	md		Y	1	10746	2026-05-14	Projects/bmad-core
Projects/bmad-core/front-end-spec-tmpl.md	front-end-spec-tmpl.md	md		Y	1	14629	2026-05-14	Projects/bmad-core
Projects/bmad-core/fullstack-architecture-tmpl.md	fullstack-architecture-tmpl.md	md		Y	1	34430	2026-05-14	Projects/bmad-core
Projects/bmad-core/greenfield-fullstack.md	greenfield-fullstack.md	md		Y	1	10049	2026-05-14	Projects/bmad-core
Projects/bmad-core/greenfield-service.md	greenfield-service.md	md		Y	1	8037	2026-05-14	Projects/bmad-core
Projects/bmad-core/greenfield-ui.md	greenfield-ui.md	md		Y	1	9681	2026-05-14	Projects/bmad-core
Projects/bmad-core/index-documentation-task.md	index-documentation-task.md	md		Y	1	5999	2026-05-14	Projects/bmad-core
Projects/bmad-core/kb-mode-interaction-task.md	kb-mode-interaction-task.md	md		Y	1	2994	2026-05-14	Projects/bmad-core
Projects/bmad-core/market-research-tmpl.md	market-research-tmpl.md	md		Y	1	10720	2026-05-14	Projects/bmad-core
Projects/bmad-core/pm.md	pm.md	md		Y	1	4940	2026-05-14	Projects/bmad-core
Projects/bmad-core/po.md	po.md	md		Y	1	5423	2026-05-14	Projects/bmad-core
Projects/bmad-core/prd-tmpl.md	prd-tmpl.md	md		Y	1	12411	2026-05-14	Projects/bmad-core
Projects/bmad-core/product-manager-(pm)-requirements-checklist.md	product-manager-(pm)-requirements-checklist.md	md		Y	1	13675	2026-05-14	Projects/bmad-core
Projects/bmad-core/product-owner-(po)-master-validation-checklist.md	product-owner-(po)-master-validation-checklist.md	md		Y	1	17308	2026-05-14	Projects/bmad-core
Projects/bmad-core/project-brief-tmpl.md	project-brief-tmpl.md	md		Y	1	8798	2026-05-14	Projects/bmad-core
Projects/bmad-core/qa.md	qa.md	md		Y	1	5293	2026-05-14	Projects/bmad-core
Projects/bmad-core/review-story.md	review-story.md	md		Y	1	5773	2026-05-14	Projects/bmad-core
Projects/bmad-core/sm.md	sm.md	md		Y	1	4328	2026-05-14	Projects/bmad-core
Projects/bmad-core/story-definition-of-done-(dod)-checklist.md	story-definition-of-done-(dod)-checklist.md	md		Y	1	5531	2026-05-14	Projects/bmad-core
Projects/bmad-core/story-draft-checklist.md	story-draft-checklist.md	md		Y	1	6424	2026-05-14	Projects/bmad-core
Projects/bmad-core/story-tmpl.md	story-tmpl.md	md		Y	1	5020	2026-05-14	Projects/bmad-core
Projects/bmad-core/team-all.md	team-all.md	md		Y	1	567	2026-05-14	Projects/bmad-core
Projects/bmad-core/team-fullstack.md	team-fullstack.md	md		Y	1	669	2026-05-14	Projects/bmad-core
Projects/bmad-core/team-ide-minimal.md	team-ide-minimal.md	md		Y	1	448	2026-05-14	Projects/bmad-core
Projects/bmad-core/team-no-ui.md	team-no-ui.md	md		Y	1	496	2026-05-14	Projects/bmad-core
Projects/bmad-core/user-defined-preferred-patterns-and-preferences.md	user-defined-preferred-patterns-and-preferences.md	md		Y	1	357	2026-05-14	Projects/bmad-core
Projects/bmad-core/ux-expert.md	ux-expert.md	md		Y	1	4726	2026-05-14	Projects/bmad-core
Projects/bmad-core/validate-next-story-task.md	validate-next-story-task.md	md		Y	1	6749	2026-05-14	Projects/bmad-core
Projects/bmad-core/working-in-the-brownfield	working-in-the-brownfield			N	0	0	2026-05-14	Projects/bmad-core
Projects/bmad-core/_index.md	_index.md	md		Y	36	4231	2026-05-14	Projects/bmad-core
Projects/c98f4b6df4959171387b.js/c98f4b6df4959171387b.md	c98f4b6df4959171387b.md	md		Y	0	187911	2026-05-14	Projects/c98f4b6df4959171387b.js
Projects/client/client.md	client.md	md		Y	0	138895	2026-05-14	Projects/client
Projects/common/bmad-document-template-specification.md	bmad-document-template-specification.md	md		Y	1	9359	2026-05-14	Projects/common
Projects/common/checklist-validation-task.md	checklist-validation-task.md	md		Y	1	4363	2026-05-14	Projects/common
Projects/common/create-document-from-template-(yaml-driven).md	create-document-from-template-(yaml-driven).md	md		Y	1	4109	2026-05-14	Projects/common
Projects/common/workflow-management.md	workflow-management.md	md		Y	1	2021	2026-05-14	Projects/common
Projects/common/_index.md	_index.md	md		Y	36	481	2026-05-14	Projects/common
Projects/common.js/common.md	common.md	md		Y	0	122508	2026-05-14	Projects/common.js
Projects/companysearcher.ipynb/companysearcher.md	companysearcher.md	md		Y	0	7920	2026-05-14	Projects/companysearcher.ipynb
Projects/contributing.md/contributing-to-this-project.md	contributing-to-this-project.md	md		Y	0	8407	2026-05-14	Projects/contributing.md
Projects/controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.js/controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.md	controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.md	md		Y	0	990366	2026-05-14	Projects/controller-with-preconnect-9c1c52988a43aa380fa30b250d1cfb6a.js
Projects/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec(1).html/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	md		Y	0	327	2026-05-14	Projects/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec(1).html
Projects/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.html/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.md	md		Y	0	327	2026-05-14	Projects/controller-with-preconnect-e94cecf48d2f70df939adbbb1ae958ec.html
Projects/controls.js/controls.md	controls.md	md		Y	0	103096	2026-05-14	Projects/controls.js
Projects/css2/css2.md	css2.md	md		Y	0	10494	2026-05-14	Projects/css2
Projects/DayVibe/_index.md	_index.md	md		Y	36	1875	2026-05-10	Projects/DayVibe
Projects/DayVibe/Content/Big Book of Ideas.md	Big Book of Ideas.md	md		Y	2	871	2026-05-10	Projects/DayVibe/Content
Projects/DayVibe/Content/_index.md	_index.md	md		Y	36	274	2026-05-14	Projects/DayVibe/Content
Projects/DayVibe/Content/Write Copy/Copy for Website.md	Copy for Website.md	md		Y	3	2934	2026-05-10	Projects/DayVibe/Content/Write Copy
Projects/DayVibe/Content/Write Copy/_index.md	_index.md	md		Y	36	233	2026-05-10	Projects/DayVibe/Content/Write Copy
Projects/DayVibe/Design/Brand Guidelines.md	Brand Guidelines.md	md		Y	3	4637	2026-05-10	Projects/DayVibe/Design
Projects/DayVibe/Design/Brand with AI.md	Brand with AI.md	md		Y	2	14401	2026-05-10	Projects/DayVibe/Design
Projects/DayVibe/Design/_index.md	_index.md	md		Y	36	324	2026-05-14	Projects/DayVibe/Design
Projects/DayVibe/Design/Avatar Assets/access.md	access.md	md		Y	3	193	2026-05-10	Projects/DayVibe/Design/Avatar Assets
Projects/DayVibe/Design/Avatar Assets/avatar_imgur.md	avatar_imgur.md	md		Y	3	249	2026-05-10	Projects/DayVibe/Design/Avatar Assets
Projects/DayVibe/Design/Avatar Assets/_index.md	_index.md	md		Y	36	249	2026-05-10	Projects/DayVibe/Design/Avatar Assets
Projects/DayVibe/Legal/Privacy Policy.md	Privacy Policy.md	md		Y	2	9977	2026-05-10	Projects/DayVibe/Legal
Projects/DayVibe/Legal/Terms of Service.md	Terms of Service.md	md		Y	2	90980	2026-05-10	Projects/DayVibe/Legal
Projects/DayVibe/Legal/_index.md	_index.md	md		Y	36	217	2026-05-14	Projects/DayVibe/Legal
Projects/DayVibe/Marketing/Avatar Accountable Alex.md	Avatar Accountable Alex.md	md		Y	3	5478	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Customer Pain Points.md	Customer Pain Points.md	md		Y	2	14498	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Find and Reach Target Market.md	Find and Reach Target Market.md	md		Y	2	677656	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/GTM Checklist.md	GTM Checklist.md	md		Y	3	4073	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Guide Creating Customer Avatar.md	Guide Creating Customer Avatar.md	md		Y	2	26817	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/How to Create Customer Avatar.md	How to Create Customer Avatar.md	md		Y	2	8440	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Marketing Strategy.md	Marketing Strategy.md	md		Y	4	15218	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Persona Identification.md	Persona Identification.md	md		Y	2	51703	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Prompt Start V3.md	Prompt Start V3.md	md		Y	2	3523	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/Video Assets.md	Video Assets.md	md		Y	5	14138	2026-05-10	Projects/DayVibe/Marketing
Projects/DayVibe/Marketing/_index.md	_index.md	md		Y	36	473	2026-05-14	Projects/DayVibe/Marketing
Projects/DayVibe/Meetings/2025-10-12.md	2025-10-12.md	md	2025-10-12	Y	2	2040	2026-05-10	Projects/DayVibe/Meetings
Projects/DayVibe/Meetings/_index.md	_index.md	md		Y	36	198	2026-05-14	Projects/DayVibe/Meetings
Projects/DayVibe/Product/DayVibe Product Brief.md	DayVibe Product Brief.md	md		Y	4	4701	2026-05-10	Projects/DayVibe/Product
Projects/DayVibe/Product/PRD.md	PRD.md	md		Y	3	4912	2026-05-10	Projects/DayVibe/Product
Projects/DayVibe/Product/Tech Stack.md	Tech Stack.md	md		Y	3	6369	2026-05-10	Projects/DayVibe/Product
Projects/DayVibe/Product/To-Do App.md	To-Do App.md	md		Y	2	198	2026-05-10	Projects/DayVibe/Product
Projects/DayVibe/Product/_index.md	_index.md	md		Y	36	252	2026-05-14	Projects/DayVibe/Product
Projects/DayVibe/Research/AI Tools Guide.md	AI Tools Guide.md	md		Y	2	6385	2026-05-14	Projects/DayVibe/Research
Projects/DayVibe/Research/Co-Founder Framework.md	Co-Founder Framework.md	md		Y	2	6092	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/Competitor Analysis.md	Competitor Analysis.md	md		Y	4	1806	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/Deep Research Framework.md	Deep Research Framework.md	md		Y	2	3658	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/Interview Framework.md	Interview Framework.md	md		Y	2	17003	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/Market Size.md	Market Size.md	md		Y	2	3355	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/Pitch Deck Framework.md	Pitch Deck Framework.md	md		Y	2	7021	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/Thought Partner.md	Thought Partner.md	md		Y	2	9806	2026-05-10	Projects/DayVibe/Research
Projects/DayVibe/Research/_index.md	_index.md	md		Y	36	385	2026-05-14	Projects/DayVibe/Research
Projects/dayvibe-v4/script.md	script.md	md		Y	1	2187	2026-05-14	Projects/dayvibe-v4
Projects/dayvibe-v4/style.md	style.md	md		Y	1	9526	2026-05-14	Projects/dayvibe-v4
Projects/dayvibe-v4/v4.md	v4.md	md		Y	1	2211	2026-05-14	Projects/dayvibe-v4
Projects/dayvibe-v4/_index.md	_index.md	md		Y	36	240	2026-05-14	Projects/dayvibe-v4
Projects/dayvibe-workspace.code-workspace/dayvibe-workspace.md	dayvibe-workspace.md	md		Y	0	303	2026-05-14	Projects/dayvibe-workspace.code-workspace
Projects/desktop-bb5cc2b74ad57ae2.js/desktop-bb5cc2b74ad57ae2.md	desktop-bb5cc2b74ad57ae2.md	md		Y	0	8450	2026-05-14	Projects/desktop-bb5cc2b74ad57ae2.js
Projects/dist/web-agent-bundle-instructions.md	web-agent-bundle-instructions.md	md		Y	24	376496	2026-05-14	Projects/dist
Projects/dist/_index.md	_index.md	md		Y	36	2016	2026-05-14	Projects/dist
Projects/docs/bmad-method	bmad-method			N	0	0	2026-05-14	Projects/docs
Projects/docs/bmad-method-guiding-principles.md	bmad-method-guiding-principles.md	md		Y	1	4692	2026-05-14	Projects/docs
Projects/docs/how-to-contribute-with-pull-requests.md	how-to-contribute-with-pull-requests.md	md		Y	1	5410	2026-05-14	Projects/docs
Projects/docs/how-to-release-a-new-version.md	how-to-release-a-new-version.md	md		Y	1	2393	2026-05-14	Projects/docs
Projects/docs/the-power-of-bmad-expansion-packs.md	the-power-of-bmad-expansion-packs.md	md		Y	1	9549	2026-05-14	Projects/docs
Projects/docs/version-history.md	version-history.md	md		Y	1	4657	2026-05-14	Projects/docs
Projects/docs/_index.md	_index.md	md		Y	36	618	2026-05-14	Projects/docs
Projects/enterprise.js/enterprise.md	enterprise.md	md		Y	0	1905	2026-05-14	Projects/enterprise.js
Projects/eruda.js/eruda.md	eruda.md	md		Y	0	466461	2026-05-14	Projects/eruda.js
Projects/events(1).js/events.md	events.md	md		Y	0	8466	2026-05-14	Projects/events(1).js
Projects/events(2).js/events.md	events.md	md		Y	0	8466	2026-05-14	Projects/events(2).js
Projects/events.js/events.md	events.md	md		Y	0	8466	2026-05-14	Projects/events.js
Projects/expansion-packs/advanced-game-design-elicitation-task.md	advanced-game-design-elicitation-task.md	md		Y	2	9446	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/bmad-infrastructure-devops-expansion-pack-knowledge-base.md	bmad-infrastructure-devops-expansion-pack-knowledge-base.md	md		Y	1	11878	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/bmad-method-expansion-packs.md	bmad-method-expansion-packs.md	md		Y	1	584	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/config.md	config.md	md		Y	3	670	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/create-game-development-story-task.md	create-game-development-story-task.md	md		Y	2	6263	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-architecture-tmpl.md	game-architecture-tmpl.md	md		Y	2	20891	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-brief-tmpl.md	game-brief-tmpl.md	md		Y	2	14792	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-design-brainstorming-techniques-task.md	game-design-brainstorming-techniques-task.md	md		Y	2	11709	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-design-doc-tmpl.md	game-design-doc-tmpl.md	md		Y	2	13672	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-design-document-quality-checklist.md	game-design-document-quality-checklist.md	md		Y	2	9651	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-designer.md	game-designer.md	md		Y	2	5124	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-dev-greenfield.md	game-dev-greenfield.md	md		Y	2	10135	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-developer.md	game-developer.md	md		Y	2	5998	2026-05-14	Projects/expansion-packs
Projects/expansion-packs/game-development-bmad-knowledge-base.md	game-development-bmad-knowledge-base.md	md		Y	2	10089	2026-05-14	Projects/expansion-packs
