path	bucket	proposed_new_path	reason	confidence
Areas/personal/2026-04-06-claude-code-een-productiehandboek-voor-thomas.md	daily-note	Daily/2026/04/2026-04-06-claude-code-een-productiehandboek-voor-thomas.md	dated personal/journal	high
Areas/personal/2026-04-06-gemini-pro.md	daily-note	Daily/2026/04/2026-04-06-gemini-pro.md	dated personal/journal	high
Areas/personal/2026-04-08-cowork-instructions-marathon-research-project.md	daily-note	Daily/2026/04/2026-04-08-cowork-instructions-marathon-research-project.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-1-training-structure-periodization.md	daily-note	Daily/2026/04/2026-04-08-domain-1-training-structure-periodization.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-2-physiological-performance-metrics.md	daily-note	Daily/2026/04/2026-04-08-domain-2-physiological-performance-metrics.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-3-strength-training-injury-prevention.md	daily-note	Daily/2026/04/2026-04-08-domain-3-strength-training-injury-prevention.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-4-nutrition-fueling.md	daily-note	Daily/2026/04/2026-04-08-domain-4-nutrition-fueling.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-5-recovery-science.md	daily-note	Daily/2026/04/2026-04-08-domain-5-recovery-science.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-6-race-strategy-mental-performance.md	daily-note	Daily/2026/04/2026-04-08-domain-6-race-strategy-mental-performance.md	dated personal/journal	high
Areas/personal/2026-04-08-domain-7-advanced-emerging-topics.md	daily-note	Daily/2026/04/2026-04-08-domain-7-advanced-emerging-topics.md	dated personal/journal	high
Areas/personal/2026-04-08-marathon-training-evidence-library.md	daily-note	Daily/2026/04/2026-04-08-marathon-training-evidence-library.md	dated personal/journal	high
Areas/personal/2026-04-08-marathon-training-research-prompt.md	daily-note	Daily/2026/04/2026-04-08-marathon-training-research-prompt.md	dated personal/journal	high
Areas/personal/2026-04-08-thomass-16-week-marathon-training-block.md	daily-note	Daily/2026/04/2026-04-08-thomass-16-week-marathon-training-block.md	dated personal/journal	high
Areas/personal/2026-04-08-thomass-personal-marathon-protocol.md	daily-note	Daily/2026/04/2026-04-08-thomass-personal-marathon-protocol.md	dated personal/journal	high
Areas/personal/2026-04-08-utrecht-marathon-coaching-context.md	daily-note	Daily/2026/04/2026-04-08-utrecht-marathon-coaching-context.md	dated personal/journal	high
Areas/personal/2026-04-09-settingslocal.md	junk-binary	Archive/Junk/web-code-artifacts/2026-04-09-settingslocal.md	code/web file low-conf	high
Areas/personal/2026-04-09-utrecht-marathon-full-protocol-2026.md	daily-note	Daily/2026/04/2026-04-09-utrecht-marathon-full-protocol-2026.md	dated personal/journal	high
Areas/personal/2026-04-11-prd-writing.md	daily-note	Daily/2026/04/2026-04-11-prd-writing.md	dated personal/journal	high
Areas/personal/2026-04-13-zenvoices-automation-blueprint.md	daily-note	Daily/2026/04/2026-04-13-zenvoices-automation-blueprint.md	dated personal/journal	high
Areas/personal/2026-04-15-skill.md	daily-note	Daily/2026/04/2026-04-15-skill.md	dated personal/journal	high
Areas/personal/2026-04-15-the-art-of-voluntary-struggle.md	daily-note	Daily/2026/04/2026-04-15-the-art-of-voluntary-struggle.md	dated personal/journal	high
Areas/personal/2026-04-15-thomas-unknown-wisdm-writing-style-guide.md	daily-note	Daily/2026/04/2026-04-15-thomas-unknown-wisdm-writing-style-guide.md	dated personal/journal	high
Areas/personal/2026-04-15-unknown-wisdm-writer.md	daily-note	Daily/2026/04/2026-04-15-unknown-wisdm-writer.md	dated personal/journal	high
Areas/personal/2026-04-22-utrecht-marathon-2026-live-training-plan.md	daily-note	Daily/2026/04/2026-04-22-utrecht-marathon-2026-live-training-plan.md	dated personal/journal	high
Areas/personal/2026-05-04-utrecht-marathon-2026-updated-live-plan-v2.md	daily-note	Daily/2026/05/2026-05-04-utrecht-marathon-2026-updated-live-plan-v2.md	dated personal/journal	high
Areas/personal/_index.md	keep-in-place		index/system file	high
Areas/Personal Finance/_index.md	keep-in-place		index/system file	high
Areas/Personal Finance/Budgeting/Planning.md	keep-in-place		structured folder	high
Areas/Personal Finance/Budgeting/Tracker.md	keep-in-place		structured folder	high
Areas/Personal Finance/Budgeting/USA Trip Ft Lauderdale.md	keep-in-place		structured folder	high
Areas/Personal Finance/Budgeting/_index.md	keep-in-place		index/system file	high
Areas/Personal Finance/Net Worth/Account Statements.md	keep-in-place		structured folder	high
Areas/Personal Finance/Net Worth/EUR Conversions.md	keep-in-place		structured folder	high
Areas/Personal Finance/Net Worth/Orloff Annual Statement.md	keep-in-place		structured folder	high
Areas/Personal Finance/Net Worth/_index.md	keep-in-place		index/system file	high
Areas/Personal Finance/Reports/CFO Synthesis.md	keep-in-place		structured folder	high
Areas/Personal Finance/Reports/_index.md	keep-in-place		index/system file	high
Areas/Work/2024-05-13-zuyd-contract-mgt-thomas-wielinga.md	daily-note	Daily/2024/05/2024-05-13-zuyd-contract-mgt-thomas-wielinga.md	dated capture	high
Areas/Work/2024-09-23-business-process-improvement-project-student-instruction.md	daily-note	Daily/2024/09/2024-09-23-business-process-improvement-project-student-instruction.md	dated capture	high
Areas/Work/2024-12-23-signed-contract-thomas-wielinga.md	daily-note	Daily/2024/12/2024-12-23-signed-contract-thomas-wielinga.md	dated capture	high
Areas/Work/2025-03-12-huurprijscheckonzelfstandig-slaap-138.md	daily-note	Daily/2025/03/2025-03-12-huurprijscheckonzelfstandig-slaap-138.md	dated capture	high
Areas/Work/2025-03-12-huurprijscheckonzelfstandig-slaap-93m2.md	daily-note	Daily/2025/03/2025-03-12-huurprijscheckonzelfstandig-slaap-93m2.md	dated capture	high
Areas/Work/2025-03-12-huurprijscheckonzelfstandig.md	daily-note	Daily/2025/03/2025-03-12-huurprijscheckonzelfstandig.md	dated capture	high
Areas/Work/2025-05-14-ziggo-live-chat.md	daily-note	Daily/2025/05/2025-05-14-ziggo-live-chat.md	dated capture	high
Areas/Work/2025-05-25-hospitacontract-avs.md	daily-note	Daily/2025/05/2025-05-25-hospitacontract-avs.md	dated capture	high
Areas/Work/2025-05-27-hospitacontract-avs-marieke.md	daily-note	Daily/2025/05/2025-05-27-hospitacontract-avs-marieke.md	dated capture	high
Areas/Work/2025-10-22-hospitacontract-avs-emile.md	daily-note	Daily/2025/10/2025-10-22-hospitacontract-avs-emile.md	dated capture	high
Areas/Work/2025-10-22-hospitacontract-avs.md	daily-note	Daily/2025/10/2025-10-22-hospitacontract-avs.md	dated capture	high
Areas/Work/2026-02-20-hospitacontract-avs-copy.md	daily-note	Daily/2026/02/2026-02-20-hospitacontract-avs-copy.md	dated capture	high
Areas/Work/2026-02-20-hospitacontract-avs-sebastiaan.md	daily-note	Daily/2026/02/2026-02-20-hospitacontract-avs-sebastiaan.md	dated capture	high
Areas/Work/2026-02-24-hospitacontract-avs-sebastiaan-signed.md	daily-note	Daily/2026/02/2026-02-24-hospitacontract-avs-sebastiaan-signed.md	dated capture	high
Areas/Work/2026-05-03-chart-vendor-doy70yrx.md	junk-binary	Archive/Junk/dev-artifacts/2026-05-03-chart-vendor-doy70yrx.md	dev artifact folder	high
Areas/Work/2026-05-03-index-bb2y41en.md	junk-binary	Archive/Junk/dev-artifacts/2026-05-03-index-bb2y41en.md	dev artifact folder	high
Areas/Work/2026-05-03-index-bxiajjys.md	junk-binary	Archive/Junk/dev-artifacts/2026-05-03-index-bxiajjys.md	dev artifact folder	high
Areas/Work/2026-05-03-index.md	junk-binary	Archive/Junk/dev-artifacts/2026-05-03-index.md	dev artifact folder	high
Areas/Work/2026-05-03-recharts-btd9jxd1.md	junk-binary	Archive/Junk/dev-artifacts/2026-05-03-recharts-btd9jxd1.md	dev artifact folder	high
Areas/Work/2026-05-03-xlsx-d-0l8yds.md	junk-binary	Archive/Junk/dev-artifacts/2026-05-03-xlsx-d-0l8yds.md	dev artifact folder	high
Areas/Work/2026-05-07-data-contracts.md	daily-note	Daily/2026/05/2026-05-07-data-contracts.md	dated capture	high
Areas/Work/2026-05-09-hospitacontract-avs-copy-2.md	daily-note	Daily/2026/05/2026-05-09-hospitacontract-avs-copy-2.md	dated capture	high
Areas/Work/2026-05-09-hospitacontract-avs-ilse.md	daily-note	Daily/2026/05/2026-05-09-hospitacontract-avs-ilse.md	dated capture	high
Areas/Work/_index.md	keep-in-place		index/system file	high
Areas/Work/AI Consulting/Business Stage Checklist.md	keep-in-place		structured folder	high
Areas/Work/AI Consulting/Mariam Vossough.md	keep-in-place		structured folder	high
Areas/Work/AI Consulting/Raghav Skills.md	keep-in-place		structured folder	high
Areas/Work/AI Consulting/_index.md	keep-in-place		index/system file	high
Areas/Work/Client Projects/_index.md	keep-in-place		index/system file	high
Areas/Work/Invoicing/CV.md	keep-in-place		structured folder	high
Areas/Work/Invoicing/_index.md	keep-in-place		index/system file	high
Areas/Work/Tenant Communications/_index.md	keep-in-place		index/system file	high
Brain Dump/_index.md	keep-in-place		index/system file	high
Health/Daily/2026-05-10.md	daily-note	Daily/2026/05/2026-05-10.md	relocate Health/Daily to canonical Daily	high
Health/Daily/2026-05-12.md	daily-note	Daily/2026/05/2026-05-12.md	relocate Health/Daily to canonical Daily	high
Health/Daily/2026-05-13.md	daily-note	Daily/2026/05/2026-05-13.md	relocate Health/Daily to canonical Daily	high
Health/Daily/_index.md	keep-in-place		index/system file	high
Inbox/2024-05-07-gpt-qualitative-analysis.md	daily-note	Daily/2024/05/2024-05-07-gpt-qualitative-analysis.md	dated capture	high
Inbox/2024-05-15-tryout-structure-chapt-412.md	daily-note	Daily/2024/05/2024-05-15-tryout-structure-chapt-412.md	dated capture	high
Inbox/2024-05-29-key-money.md	daily-note	Daily/2024/05/2024-05-29-key-money.md	dated capture	high
Inbox/2024-06-07-stukje-kamer.md	daily-note	Daily/2024/06/2024-06-07-stukje-kamer.md	dated capture	high
Inbox/2024-07-01-lieve-ilse.md	daily-note	Daily/2024/07/2024-07-01-lieve-ilse.md	dated capture	high
Inbox/2024-07-29-pdp-management-internship.md	daily-note	Daily/2024/07/2024-07-29-pdp-management-internship.md	dated capture	high
Inbox/2024-08-11-pdp-management-internship-v2.md	daily-note	Daily/2024/08/2024-08-11-pdp-management-internship-v2.md	dated capture	high
Inbox/2024-08-11-pdp-management-internship.md	daily-note	Daily/2024/08/2024-08-11-pdp-management-internship.md	dated capture	high
Inbox/2024-09-11-key-phases-according-to-consultancy-doc.md	daily-note	Daily/2024/09/2024-09-11-key-phases-according-to-consultancy-doc.md	dated capture	high
Inbox/2024-09-14-suus-tekstje.md	daily-note	Daily/2024/09/2024-09-14-suus-tekstje.md	dated capture	high
Inbox/2024-10-02-lean-management.md	daily-note	Daily/2024/10/2024-10-02-lean-management.md	dated capture	high
Inbox/2024-10-29-aedes-salaris-ideen.md	daily-note	Daily/2024/10/2024-10-29-aedes-salaris-ideen.md	dated capture	high
Inbox/2024-12-09-feedback-peter-de-vree.md	daily-note	Daily/2024/12/2024-12-09-feedback-peter-de-vree.md	dated capture	high
Inbox/2024-12-11-anwser-questions.md	daily-note	Daily/2024/12/2024-12-11-anwser-questions.md	dated capture	high
Inbox/2025-01-02-corner-store.md	daily-note	Daily/2025/01/2025-01-02-corner-store.md	dated capture	high
Inbox/2025-01-10-a4-profile-thomas-wielinga.md	daily-note	Daily/2025/01/2025-01-10-a4-profile-thomas-wielinga.md	dated capture	high
Inbox/2025-04-18-how-to-name-files.md	daily-note	Daily/2025/04/2025-04-18-how-to-name-files.md	dated capture	high
Inbox/2025-06-22-statistiek-sop.md	daily-note	Daily/2025/06/2025-06-22-statistiek-sop.md	dated capture	high
Inbox/_index.md	keep-in-place		index/system file	high
Projects/.github/bug-report.md	framework-import	Resources/Frameworks/BMad-Method/.github/ISSUE_TEMPLATE/bug_report.md	BMad framework	high
Projects/.github/feature-request.md	framework-import	Resources/Frameworks/BMad-Method/.github/ISSUE_TEMPLATE/feature_request.md	BMad framework	high
Projects/.github/funding.md	framework-import	Resources/Frameworks/BMad-Method/.github/FUNDING.yaml	BMad framework	high
Projects/.github/release.md	framework-import	Resources/Frameworks/BMad-Method/.github/workflows/release.yaml	BMad framework	high
Projects/.github/_index.md	keep-in-place		index/system file	high
Projects/.gitignore/.gitignore.md	framework-import	Resources/Frameworks/BMad-Method/.gitignore	BMad framework	high
Projects/.husky/pre-commit.md	framework-import	Resources/Frameworks/BMad-Method/.husky/pre-commit	BMad framework	high
Projects/.prettierignore/.prettierignore.md	framework-import	Resources/Frameworks/BMad-Method/.prettierignore	BMad framework	high
Projects/.prettierrc/.prettierrc.md	framework-import	Resources/Frameworks/BMad-Method/.prettierrc	BMad framework	high
Projects/.releaserc.json/.releaserc.md	framework-import	Resources/Frameworks/BMad-Method/.releaserc.json	BMad framework	high
Projects/.vscode/settings.md	junk-binary	Archive/Junk/dev-artifacts/settings.md	dev artifact folder	high
Projects/1040-4daa74cacac6fa29.js/1040-4daa74cacac6fa29.md	junk-binary	Archive/Junk/saved-webpage/1040-4daa74cacac6fa29.md	saved-webpage artifact	high
Projects/11-28a00920f39ac52f.js/11-28a00920f39ac52f.md	junk-binary	Archive/Junk/saved-webpage/11-28a00920f39ac52f.md	saved-webpage artifact	high
Projects/113-5afe5e73d7a7ab8f.js/113-5afe5e73d7a7ab8f.md	junk-binary	Archive/Junk/saved-webpage/113-5afe5e73d7a7ab8f.md	saved-webpage artifact	high
Projects/1302-993435384f07d0ad.js/1302-993435384f07d0ad.md	junk-binary	Archive/Junk/saved-webpage/1302-993435384f07d0ad.md	saved-webpage artifact	high
Projects/1444-9a5ac57f3e4f12b0.js/1444-9a5ac57f3e4f12b0.md	junk-binary	Archive/Junk/saved-webpage/1444-9a5ac57f3e4f12b0.md	saved-webpage artifact	high
Projects/2319-4d541dd46ded6c00.js/2319-4d541dd46ded6c00.md	junk-binary	Archive/Junk/saved-webpage/2319-4d541dd46ded6c00.md	saved-webpage artifact	high
Projects/2322-26da9c9c6877835d.js/2322-26da9c9c6877835d.md	junk-binary	Archive/Junk/saved-webpage/2322-26da9c9c6877835d.md	saved-webpage artifact	high
Projects/243-3908302e41dfbc19.js/243-3908302e41dfbc19.md	junk-binary	Archive/Junk/saved-webpage/243-3908302e41dfbc19.md	saved-webpage artifact	high
Projects/2516-3c0a9faee46f688d.js/2516-3c0a9faee46f688d.md	junk-binary	Archive/Junk/saved-webpage/2516-3c0a9faee46f688d.md	saved-webpage artifact	high
Projects/2619-78aeca423213ec65.js/2619-78aeca423213ec65.md	junk-binary	Archive/Junk/saved-webpage/2619-78aeca423213ec65.md	saved-webpage artifact	high
Projects/2647-f2352ee1535fb0f5.js/2647-f2352ee1535fb0f5.md	junk-binary	Archive/Junk/saved-webpage/2647-f2352ee1535fb0f5.md	saved-webpage artifact	high
Projects/2788-c7c80cbc323fcec2.js/2788-c7c80cbc323fcec2.md	junk-binary	Archive/Junk/saved-webpage/2788-c7c80cbc323fcec2.md	saved-webpage artifact	high
Projects/27dcceb2-dd64dd53fbdffab0.js/27dcceb2-dd64dd53fbdffab0.md	junk-binary	Archive/Junk/saved-webpage/27dcceb2-dd64dd53fbdffab0.md	saved-webpage artifact	high
Projects/2928-f3d37c031e62db66.js/2928-f3d37c031e62db66.md	junk-binary	Archive/Junk/saved-webpage/2928-f3d37c031e62db66.md	saved-webpage artifact	high
Projects/3002-d6d7a4a457d118e3.js/3002-d6d7a4a457d118e3.md	junk-binary	Archive/Junk/saved-webpage/3002-d6d7a4a457d118e3.md	saved-webpage artifact	high
Projects/3021-e32a26e0e6911d43.js/3021-e32a26e0e6911d43.md	junk-binary	Archive/Junk/saved-webpage/3021-e32a26e0e6911d43.md	saved-webpage artifact	high
Projects/3025-3dd21faadad87fa4.js/3025-3dd21faadad87fa4.md	junk-binary	Archive/Junk/saved-webpage/3025-3dd21faadad87fa4.md	saved-webpage artifact	high
Projects/3030-16e3ffbfdf9534c7.js/3030-16e3ffbfdf9534c7.md	junk-binary	Archive/Junk/saved-webpage/3030-16e3ffbfdf9534c7.md	saved-webpage artifact	high
Projects/3158-18ff700cff61b6fb.js/3158-18ff700cff61b6fb.md	junk-binary	Archive/Junk/saved-webpage/3158-18ff700cff61b6fb.md	saved-webpage artifact	high
Projects/3233-ece72e8a27e3fceb.js/3233-ece72e8a27e3fceb.md	junk-binary	Archive/Junk/saved-webpage/3233-ece72e8a27e3fceb.md	saved-webpage artifact	high
Projects/33-e179a771e96d4fc4.js/33-e179a771e96d4fc4.md	junk-binary	Archive/Junk/saved-webpage/33-e179a771e96d4fc4.md	saved-webpage artifact	high
Projects/3341-a96879ea4357d11e.js/3341-a96879ea4357d11e.md	junk-binary	Archive/Junk/saved-webpage/3341-a96879ea4357d11e.md	saved-webpage artifact	high
Projects/3481-0f2a5fec43cb4c5b.js/3481-0f2a5fec43cb4c5b.md	junk-binary	Archive/Junk/saved-webpage/3481-0f2a5fec43cb4c5b.md	saved-webpage artifact	high
Projects/3629-d9258d5dc9d9b64c.js/3629-d9258d5dc9d9b64c.md	junk-binary	Archive/Junk/saved-webpage/3629-d9258d5dc9d9b64c.md	saved-webpage artifact	high
Projects/4098-8526555834e7a9cf.js/4098-8526555834e7a9cf.md	junk-binary	Archive/Junk/saved-webpage/4098-8526555834e7a9cf.md	saved-webpage artifact	high
Projects/4182-784628e852e14226.js/4182-784628e852e14226.md	junk-binary	Archive/Junk/saved-webpage/4182-784628e852e14226.md	saved-webpage artifact	high
Projects/4230-8b182e5dd21a5639.js/4230-8b182e5dd21a5639.md	junk-binary	Archive/Junk/saved-webpage/4230-8b182e5dd21a5639.md	saved-webpage artifact	high
Projects/4239-8f427064831f2e5e.js/4239-8f427064831f2e5e.md	junk-binary	Archive/Junk/saved-webpage/4239-8f427064831f2e5e.md	saved-webpage artifact	high
Projects/4308-1c71bdd0939365df.js/4308-1c71bdd0939365df.md	junk-binary	Archive/Junk/saved-webpage/4308-1c71bdd0939365df.md	saved-webpage artifact	high
Projects/4344-f9d9149c8bf6381c.js/4344-f9d9149c8bf6381c.md	junk-binary	Archive/Junk/saved-webpage/4344-f9d9149c8bf6381c.md	saved-webpage artifact	high
Projects/4474-2dec41b3f69e5732.js/4474-2dec41b3f69e5732.md	junk-binary	Archive/Junk/saved-webpage/4474-2dec41b3f69e5732.md	saved-webpage artifact	high
Projects/4550-0e5314ef881fabc1.js/4550-0e5314ef881fabc1.md	junk-binary	Archive/Junk/saved-webpage/4550-0e5314ef881fabc1.md	saved-webpage artifact	high
Projects/4566-7b1a7acb80f28ea0.js/4566-7b1a7acb80f28ea0.md	junk-binary	Archive/Junk/saved-webpage/4566-7b1a7acb80f28ea0.md	saved-webpage artifact	high
Projects/4611-1156b79a45d49b64.js/4611-1156b79a45d49b64.md	junk-binary	Archive/Junk/saved-webpage/4611-1156b79a45d49b64.md	saved-webpage artifact	high
Projects/4841-b446d34ab4cf05bb.js/4841-b446d34ab4cf05bb.md	junk-binary	Archive/Junk/saved-webpage/4841-b446d34ab4cf05bb.md	saved-webpage artifact	high
Projects/4899-d6835b9c1d7f7e49.js/4899-d6835b9c1d7f7e49.md	junk-binary	Archive/Junk/saved-webpage/4899-d6835b9c1d7f7e49.md	saved-webpage artifact	high
Projects/5243-5d5ac6f557f7bb7c.js/5243-5d5ac6f557f7bb7c.md	junk-binary	Archive/Junk/saved-webpage/5243-5d5ac6f557f7bb7c.md	saved-webpage artifact	high
Projects/5605-c4817a7d9bb32ba4.js/5605-c4817a7d9bb32ba4.md	junk-binary	Archive/Junk/saved-webpage/5605-c4817a7d9bb32ba4.md	saved-webpage artifact	high
Projects/5731-8d259cdff88b3717.js/5731-8d259cdff88b3717.md	junk-binary	Archive/Junk/saved-webpage/5731-8d259cdff88b3717.md	saved-webpage artifact	high
Projects/5908-de5e3ccf01452967.js/5908-de5e3ccf01452967.md	junk-binary	Archive/Junk/saved-webpage/5908-de5e3ccf01452967.md	saved-webpage artifact	high
Projects/6052-067ca53ec3fcfd1c.js/6052-067ca53ec3fcfd1c.md	junk-binary	Archive/Junk/saved-webpage/6052-067ca53ec3fcfd1c.md	saved-webpage artifact	high
Projects/6112-924ecbb26a7cb2ba.js/6112-924ecbb26a7cb2ba.md	junk-binary	Archive/Junk/saved-webpage/6112-924ecbb26a7cb2ba.md	saved-webpage artifact	high
Projects/6364-d71bd89d9ab853b1.js/6364-d71bd89d9ab853b1.md	junk-binary	Archive/Junk/saved-webpage/6364-d71bd89d9ab853b1.md	saved-webpage artifact	high
Projects/6465-326c8e64d8f8378e.js/6465-326c8e64d8f8378e.md	junk-binary	Archive/Junk/saved-webpage/6465-326c8e64d8f8378e.md	saved-webpage artifact	high
Projects/6549-9952405016028fe3.js/6549-9952405016028fe3.md	junk-binary	Archive/Junk/saved-webpage/6549-9952405016028fe3.md	saved-webpage artifact	high
Projects/6677-d9a60edc107027e0.js/6677-d9a60edc107027e0.md	junk-binary	Archive/Junk/saved-webpage/6677-d9a60edc107027e0.md	saved-webpage artifact	high
Projects/6747e1e9-c811369deb749a09.js/6747e1e9-c811369deb749a09.md	junk-binary	Archive/Junk/saved-webpage/6747e1e9-c811369deb749a09.md	saved-webpage artifact	high
Projects/694-dc1775b93f51f4b6.js/694-dc1775b93f51f4b6.md	junk-binary	Archive/Junk/saved-webpage/694-dc1775b93f51f4b6.md	saved-webpage artifact	high
Projects/743659af-08dde78dad73112c.js/743659af-08dde78dad73112c.md	junk-binary	Archive/Junk/saved-webpage/743659af-08dde78dad73112c.md	saved-webpage artifact	high
Projects/7482-ef74c586efac20c4.js/7482-ef74c586efac20c4.md	junk-binary	Archive/Junk/saved-webpage/7482-ef74c586efac20c4.md	saved-webpage artifact	high
Projects/7573-d6d92ec0fef9166f.js/7573-d6d92ec0fef9166f.md	junk-binary	Archive/Junk/saved-webpage/7573-d6d92ec0fef9166f.md	saved-webpage artifact	high
Projects/7618-4e04fd29a19a4ce8.js/7618-4e04fd29a19a4ce8.md	junk-binary	Archive/Junk/saved-webpage/7618-4e04fd29a19a4ce8.md	saved-webpage artifact	high
Projects/7650-dbbf6c55d9aaf85a.js/7650-dbbf6c55d9aaf85a.md	junk-binary	Archive/Junk/saved-webpage/7650-dbbf6c55d9aaf85a.md	saved-webpage artifact	high
Projects/7853-c55967679753ca1b.js/7853-c55967679753ca1b.md	junk-binary	Archive/Junk/saved-webpage/7853-c55967679753ca1b.md	saved-webpage artifact	high
Projects/7927-e63f1c890db2c183.js/7927-e63f1c890db2c183.md	junk-binary	Archive/Junk/saved-webpage/7927-e63f1c890db2c183.md	saved-webpage artifact	high
Projects/8305-9c3c73ff61ac750a.js/8305-9c3c73ff61ac750a.md	junk-binary	Archive/Junk/saved-webpage/8305-9c3c73ff61ac750a.md	saved-webpage artifact	high
Projects/8309-565a04f10b37cf12.js/8309-565a04f10b37cf12.md	junk-binary	Archive/Junk/saved-webpage/8309-565a04f10b37cf12.md	saved-webpage artifact	high
Projects/8508-90f1fdc15401a991.js/8508-90f1fdc15401a991.md	junk-binary	Archive/Junk/saved-webpage/8508-90f1fdc15401a991.md	saved-webpage artifact	high
Projects/8845-818360fff9835bd3.js/8845-818360fff9835bd3.md	junk-binary	Archive/Junk/saved-webpage/8845-818360fff9835bd3.md	saved-webpage artifact	high
Projects/8997-b3e5552b536fbec2.js/8997-b3e5552b536fbec2.md	junk-binary	Archive/Junk/saved-webpage/8997-b3e5552b536fbec2.md	saved-webpage artifact	high
Projects/9027-6385066341e68327.js/9027-6385066341e68327.md	junk-binary	Archive/Junk/saved-webpage/9027-6385066341e68327.md	saved-webpage artifact	high
Projects/9360-bbcfa40294b1f3d4.js/9360-bbcfa40294b1f3d4.md	junk-binary	Archive/Junk/saved-webpage/9360-bbcfa40294b1f3d4.md	saved-webpage artifact	high
Projects/9864-e5ef292575cc54dd.js/9864-e5ef292575cc54dd.md	junk-binary	Archive/Junk/saved-webpage/9864-e5ef292575cc54dd.md	saved-webpage artifact	high
Projects/9956-ad3e713354c0d009.js/9956-ad3e713354c0d009.md	junk-binary	Archive/Junk/saved-webpage/9956-ad3e713354c0d009.md	saved-webpage artifact	high
Projects/af3e01921a69668a.css/af3e01921a69668a.md	junk-binary	Archive/Junk/saved-webpage/af3e01921a69668a.md	saved-webpage artifact	high
Projects/agentverify-7fd1bd3d1979f179.js/agentverify-7fd1bd3d1979f179.md	junk-binary	Archive/Junk/saved-webpage/agentverify-7fd1bd3d1979f179.md	saved-webpage artifact	high
Projects/analytics.js/analytics.md	junk-binary	Archive/Junk/saved-webpage/analytics.md	saved-webpage artifact	high
Projects/anchor.html/anchor.md	junk-binary	Archive/Junk/saved-webpage/anchor.md	saved-webpage artifact	high
Projects/api(1).js/api.md	junk-binary	Archive/Junk/saved-webpage/api.md	saved-webpage artifact	high
Projects/api.js/api.md	junk-binary	Archive/Junk/saved-webpage/api.md	saved-webpage artifact	high
Projects/beacon.js/beacon.md	junk-binary	Archive/Junk/saved-webpage/beacon.md	saved-webpage artifact	high
Projects/BeBright/2026-05-14-back-to-the-office-bebright.md	daily-note	Daily/2026/05/2026-05-14-back-to-the-office-bebright.md	dated personal/journal	high
Projects/BeBright/2026-05-14-bebright-factuur.md	daily-note	Daily/2026/05/2026-05-14-bebright-factuur.md	dated personal/journal	high
Projects/BeBright/2026-05-14-bebright-offerte.md	daily-note	Daily/2026/05/2026-05-14-bebright-offerte.md	dated personal/journal	high
Projects/BeBright/2026-05-14-bebright.md	daily-note	Daily/2026/05/2026-05-14-bebright.md	dated personal/journal	high
Projects/BeBright/2026-05-14-coctail-recepten.md	daily-note	Daily/2026/05/2026-05-14-coctail-recepten.md	dated personal/journal	high
Projects/BeBright/2026-05-14-mango-tonic.md	daily-note	Daily/2026/05/2026-05-14-mango-tonic.md	dated personal/journal	high
Projects/BeBright/_index.md	keep-in-place		index/system file	high
Projects/bmad-core/advanced-elicitation-task.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/tasks/advanced-elicitation.md	BMad framework	high
Projects/bmad-core/analyst.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/analyst.md	BMad framework	high
Projects/bmad-core/architect-solution-validation-checklist.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/checklists/architect-checklist.md	BMad framework	high
Projects/bmad-core/architect.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/architect.md	BMad framework	high
Projects/bmad-core/architecture-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/architecture-tmpl.yaml	BMad framework	high
Projects/bmad-core/bmad-knowledge-base.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/data/bmad-kb.md	BMad framework	high
Projects/bmad-core/bmad-master.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/bmad-master.md	BMad framework	high
Projects/bmad-core/bmad-method-bmad-code-user-guide.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/user-guide.md	BMad framework	high
Projects/bmad-core/bmad-web-orchestrator.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/agents/bmad-orchestrator.md	BMad framework	high
Projects/bmad-core/brainstorming-output-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/brainstorming-output-tmpl.yaml	BMad framework	high
Projects/bmad-core/brainstorming-techniques-data.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/data/brainstorming-techniques.md	BMad framework	high
Projects/bmad-core/brownfield-architecture-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/brownfield-architecture-tmpl.yaml	BMad framework	high
Projects/bmad-core/brownfield-fullstack.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/workflows/brownfield-fullstack.yaml	BMad framework	high
Projects/bmad-core/brownfield-prd-tmpl.md	framework-import	Resources/Frameworks/BMad-Method/bmad-core/templates/brownfield-prd-tmpl.yaml	BMad framework	high
