src	dst	status	notes
Areas/Work/2026-05-03-recharts-btd9jxd1.md	Archive/Junk/dev-artifacts/2026-05-03-recharts-btd9jxd1.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Areas/Work/2026-05-03-xlsx-d-0l8yds.md	Archive/Junk/dev-artifacts/2026-05-03-xlsx-d-0l8yds.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Areas/Work/2026-05-07-data-contracts.md	Daily/2026/05/2026-05-07-data-contracts.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Areas/Work/2026-05-09-hospitacontract-avs-copy-2.md	Daily/2026/05/2026-05-09-hospitacontract-avs-copy-2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Areas/Work/2026-05-09-hospitacontract-avs-ilse.md	Daily/2026/05/2026-05-09-hospitacontract-avs-ilse.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Health/Daily/2026-05-10.md	Daily/2026/05/2026-05-10.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Health/Daily/2026-05-12.md	Daily/2026/05/2026-05-12.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Health/Daily/2026-05-13.md	Daily/2026/05/2026-05-13.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-05-07-gpt-qualitative-analysis.md	Daily/2024/05/2024-05-07-gpt-qualitative-analysis.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-05-15-tryout-structure-chapt-412.md	Daily/2024/05/2024-05-15-tryout-structure-chapt-412.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-05-29-key-money.md	Daily/2024/05/2024-05-29-key-money.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-06-07-stukje-kamer.md	Daily/2024/06/2024-06-07-stukje-kamer.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-07-01-lieve-ilse.md	Daily/2024/07/2024-07-01-lieve-ilse.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-07-29-pdp-management-internship.md	Daily/2024/07/2024-07-29-pdp-management-internship.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-08-11-pdp-management-internship-v2.md	Daily/2024/08/2024-08-11-pdp-management-internship-v2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-08-11-pdp-management-internship.md	Daily/2024/08/2024-08-11-pdp-management-internship.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-09-11-key-phases-according-to-consultancy-doc.md	Daily/2024/09/2024-09-11-key-phases-according-to-consultancy-doc.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-09-14-suus-tekstje.md	Daily/2024/09/2024-09-14-suus-tekstje.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-10-02-lean-management.md	Daily/2024/10/2024-10-02-lean-management.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-10-29-aedes-salaris-ideen.md	Daily/2024/10/2024-10-29-aedes-salaris-ideen.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-12-09-feedback-peter-de-vree.md	Daily/2024/12/2024-12-09-feedback-peter-de-vree.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2024-12-11-anwser-questions.md	Daily/2024/12/2024-12-11-anwser-questions.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2025-01-02-corner-store.md	Daily/2025/01/2025-01-02-corner-store.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2025-01-10-a4-profile-thomas-wielinga.md	Daily/2025/01/2025-01-10-a4-profile-thomas-wielinga.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2025-04-18-how-to-name-files.md	Daily/2025/04/2025-04-18-how-to-name-files.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Inbox/2025-06-22-statistiek-sop.md	Daily/2025/06/2025-06-22-statistiek-sop.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.github/bug-report.md	Resources/Frameworks/BMad-Method/.github/ISSUE_TEMPLATE/bug_report.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.github/feature-request.md	Resources/Frameworks/BMad-Method/.github/ISSUE_TEMPLATE/feature_request.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.github/funding.md	Resources/Frameworks/BMad-Method/.github/FUNDING.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.github/release.md	Resources/Frameworks/BMad-Method/.github/workflows/release.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.gitignore/.gitignore.md	Resources/Frameworks/BMad-Method/.gitignore	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.husky/pre-commit.md	Resources/Frameworks/BMad-Method/.husky/pre-commit	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.prettierignore/.prettierignore.md	Resources/Frameworks/BMad-Method/.prettierignore	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.prettierrc/.prettierrc.md	Resources/Frameworks/BMad-Method/.prettierrc	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.releaserc.json/.releaserc.md	Resources/Frameworks/BMad-Method/.releaserc.json	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/.vscode/settings.md	Archive/Junk/dev-artifacts/settings.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/1040-4daa74cacac6fa29.js/1040-4daa74cacac6fa29.md	Archive/Junk/saved-webpage/1040-4daa74cacac6fa29.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/11-28a00920f39ac52f.js/11-28a00920f39ac52f.md	Archive/Junk/saved-webpage/11-28a00920f39ac52f.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/113-5afe5e73d7a7ab8f.js/113-5afe5e73d7a7ab8f.md	Archive/Junk/saved-webpage/113-5afe5e73d7a7ab8f.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/1302-993435384f07d0ad.js/1302-993435384f07d0ad.md	Archive/Junk/saved-webpage/1302-993435384f07d0ad.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/1444-9a5ac57f3e4f12b0.js/1444-9a5ac57f3e4f12b0.md	Archive/Junk/saved-webpage/1444-9a5ac57f3e4f12b0.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2319-4d541dd46ded6c00.js/2319-4d541dd46ded6c00.md	Archive/Junk/saved-webpage/2319-4d541dd46ded6c00.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2322-26da9c9c6877835d.js/2322-26da9c9c6877835d.md	Archive/Junk/saved-webpage/2322-26da9c9c6877835d.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/243-3908302e41dfbc19.js/243-3908302e41dfbc19.md	Archive/Junk/saved-webpage/243-3908302e41dfbc19.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2516-3c0a9faee46f688d.js/2516-3c0a9faee46f688d.md	Archive/Junk/saved-webpage/2516-3c0a9faee46f688d.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2619-78aeca423213ec65.js/2619-78aeca423213ec65.md	Archive/Junk/saved-webpage/2619-78aeca423213ec65.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2647-f2352ee1535fb0f5.js/2647-f2352ee1535fb0f5.md	Archive/Junk/saved-webpage/2647-f2352ee1535fb0f5.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2788-c7c80cbc323fcec2.js/2788-c7c80cbc323fcec2.md	Archive/Junk/saved-webpage/2788-c7c80cbc323fcec2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/27dcceb2-dd64dd53fbdffab0.js/27dcceb2-dd64dd53fbdffab0.md	Archive/Junk/saved-webpage/27dcceb2-dd64dd53fbdffab0.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/2928-f3d37c031e62db66.js/2928-f3d37c031e62db66.md	Archive/Junk/saved-webpage/2928-f3d37c031e62db66.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3002-d6d7a4a457d118e3.js/3002-d6d7a4a457d118e3.md	Archive/Junk/saved-webpage/3002-d6d7a4a457d118e3.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3021-e32a26e0e6911d43.js/3021-e32a26e0e6911d43.md	Archive/Junk/saved-webpage/3021-e32a26e0e6911d43.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3025-3dd21faadad87fa4.js/3025-3dd21faadad87fa4.md	Archive/Junk/saved-webpage/3025-3dd21faadad87fa4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3030-16e3ffbfdf9534c7.js/3030-16e3ffbfdf9534c7.md	Archive/Junk/saved-webpage/3030-16e3ffbfdf9534c7.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3158-18ff700cff61b6fb.js/3158-18ff700cff61b6fb.md	Archive/Junk/saved-webpage/3158-18ff700cff61b6fb.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3233-ece72e8a27e3fceb.js/3233-ece72e8a27e3fceb.md	Archive/Junk/saved-webpage/3233-ece72e8a27e3fceb.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/33-e179a771e96d4fc4.js/33-e179a771e96d4fc4.md	Archive/Junk/saved-webpage/33-e179a771e96d4fc4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3341-a96879ea4357d11e.js/3341-a96879ea4357d11e.md	Archive/Junk/saved-webpage/3341-a96879ea4357d11e.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3481-0f2a5fec43cb4c5b.js/3481-0f2a5fec43cb4c5b.md	Archive/Junk/saved-webpage/3481-0f2a5fec43cb4c5b.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/3629-d9258d5dc9d9b64c.js/3629-d9258d5dc9d9b64c.md	Archive/Junk/saved-webpage/3629-d9258d5dc9d9b64c.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4098-8526555834e7a9cf.js/4098-8526555834e7a9cf.md	Archive/Junk/saved-webpage/4098-8526555834e7a9cf.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4182-784628e852e14226.js/4182-784628e852e14226.md	Archive/Junk/saved-webpage/4182-784628e852e14226.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4230-8b182e5dd21a5639.js/4230-8b182e5dd21a5639.md	Archive/Junk/saved-webpage/4230-8b182e5dd21a5639.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4239-8f427064831f2e5e.js/4239-8f427064831f2e5e.md	Archive/Junk/saved-webpage/4239-8f427064831f2e5e.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4308-1c71bdd0939365df.js/4308-1c71bdd0939365df.md	Archive/Junk/saved-webpage/4308-1c71bdd0939365df.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4344-f9d9149c8bf6381c.js/4344-f9d9149c8bf6381c.md	Archive/Junk/saved-webpage/4344-f9d9149c8bf6381c.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4474-2dec41b3f69e5732.js/4474-2dec41b3f69e5732.md	Archive/Junk/saved-webpage/4474-2dec41b3f69e5732.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4550-0e5314ef881fabc1.js/4550-0e5314ef881fabc1.md	Archive/Junk/saved-webpage/4550-0e5314ef881fabc1.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4566-7b1a7acb80f28ea0.js/4566-7b1a7acb80f28ea0.md	Archive/Junk/saved-webpage/4566-7b1a7acb80f28ea0.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4611-1156b79a45d49b64.js/4611-1156b79a45d49b64.md	Archive/Junk/saved-webpage/4611-1156b79a45d49b64.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4841-b446d34ab4cf05bb.js/4841-b446d34ab4cf05bb.md	Archive/Junk/saved-webpage/4841-b446d34ab4cf05bb.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/4899-d6835b9c1d7f7e49.js/4899-d6835b9c1d7f7e49.md	Archive/Junk/saved-webpage/4899-d6835b9c1d7f7e49.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/5243-5d5ac6f557f7bb7c.js/5243-5d5ac6f557f7bb7c.md	Archive/Junk/saved-webpage/5243-5d5ac6f557f7bb7c.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/5605-c4817a7d9bb32ba4.js/5605-c4817a7d9bb32ba4.md	Archive/Junk/saved-webpage/5605-c4817a7d9bb32ba4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/5731-8d259cdff88b3717.js/5731-8d259cdff88b3717.md	Archive/Junk/saved-webpage/5731-8d259cdff88b3717.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/5908-de5e3ccf01452967.js/5908-de5e3ccf01452967.md	Archive/Junk/saved-webpage/5908-de5e3ccf01452967.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6052-067ca53ec3fcfd1c.js/6052-067ca53ec3fcfd1c.md	Archive/Junk/saved-webpage/6052-067ca53ec3fcfd1c.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6112-924ecbb26a7cb2ba.js/6112-924ecbb26a7cb2ba.md	Archive/Junk/saved-webpage/6112-924ecbb26a7cb2ba.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6364-d71bd89d9ab853b1.js/6364-d71bd89d9ab853b1.md	Archive/Junk/saved-webpage/6364-d71bd89d9ab853b1.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6465-326c8e64d8f8378e.js/6465-326c8e64d8f8378e.md	Archive/Junk/saved-webpage/6465-326c8e64d8f8378e.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6549-9952405016028fe3.js/6549-9952405016028fe3.md	Archive/Junk/saved-webpage/6549-9952405016028fe3.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6677-d9a60edc107027e0.js/6677-d9a60edc107027e0.md	Archive/Junk/saved-webpage/6677-d9a60edc107027e0.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/6747e1e9-c811369deb749a09.js/6747e1e9-c811369deb749a09.md	Archive/Junk/saved-webpage/6747e1e9-c811369deb749a09.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/694-dc1775b93f51f4b6.js/694-dc1775b93f51f4b6.md	Archive/Junk/saved-webpage/694-dc1775b93f51f4b6.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/743659af-08dde78dad73112c.js/743659af-08dde78dad73112c.md	Archive/Junk/saved-webpage/743659af-08dde78dad73112c.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/7482-ef74c586efac20c4.js/7482-ef74c586efac20c4.md	Archive/Junk/saved-webpage/7482-ef74c586efac20c4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/7573-d6d92ec0fef9166f.js/7573-d6d92ec0fef9166f.md	Archive/Junk/saved-webpage/7573-d6d92ec0fef9166f.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/7618-4e04fd29a19a4ce8.js/7618-4e04fd29a19a4ce8.md	Archive/Junk/saved-webpage/7618-4e04fd29a19a4ce8.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/7650-dbbf6c55d9aaf85a.js/7650-dbbf6c55d9aaf85a.md	Archive/Junk/saved-webpage/7650-dbbf6c55d9aaf85a.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/7853-c55967679753ca1b.js/7853-c55967679753ca1b.md	Archive/Junk/saved-webpage/7853-c55967679753ca1b.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/7927-e63f1c890db2c183.js/7927-e63f1c890db2c183.md	Archive/Junk/saved-webpage/7927-e63f1c890db2c183.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/8305-9c3c73ff61ac750a.js/8305-9c3c73ff61ac750a.md	Archive/Junk/saved-webpage/8305-9c3c73ff61ac750a.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/8309-565a04f10b37cf12.js/8309-565a04f10b37cf12.md	Archive/Junk/saved-webpage/8309-565a04f10b37cf12.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/8508-90f1fdc15401a991.js/8508-90f1fdc15401a991.md	Archive/Junk/saved-webpage/8508-90f1fdc15401a991.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/8845-818360fff9835bd3.js/8845-818360fff9835bd3.md	Archive/Junk/saved-webpage/8845-818360fff9835bd3.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/8997-b3e5552b536fbec2.js/8997-b3e5552b536fbec2.md	Archive/Junk/saved-webpage/8997-b3e5552b536fbec2.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/9027-6385066341e68327.js/9027-6385066341e68327.md	Archive/Junk/saved-webpage/9027-6385066341e68327.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/9360-bbcfa40294b1f3d4.js/9360-bbcfa40294b1f3d4.md	Archive/Junk/saved-webpage/9360-bbcfa40294b1f3d4.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/9864-e5ef292575cc54dd.js/9864-e5ef292575cc54dd.md	Archive/Junk/saved-webpage/9864-e5ef292575cc54dd.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/9956-ad3e713354c0d009.js/9956-ad3e713354c0d009.md	Archive/Junk/saved-webpage/9956-ad3e713354c0d009.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/af3e01921a69668a.css/af3e01921a69668a.md	Archive/Junk/saved-webpage/af3e01921a69668a.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/agentverify-7fd1bd3d1979f179.js/agentverify-7fd1bd3d1979f179.md	Archive/Junk/saved-webpage/agentverify-7fd1bd3d1979f179.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/analytics.js/analytics.md	Archive/Junk/saved-webpage/analytics.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/anchor.html/anchor.md	Archive/Junk/saved-webpage/anchor.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/api(1).js/api.md	Archive/Junk/saved-webpage/api.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/api.js/api.md	Archive/Junk/saved-webpage/api.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/beacon.js/beacon.md	Archive/Junk/saved-webpage/beacon.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/BeBright/2026-05-14-back-to-the-office-bebright.md	Daily/2026/05/2026-05-14-back-to-the-office-bebright.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/BeBright/2026-05-14-bebright-factuur.md	Daily/2026/05/2026-05-14-bebright-factuur.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/BeBright/2026-05-14-bebright-offerte.md	Daily/2026/05/2026-05-14-bebright-offerte.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/BeBright/2026-05-14-bebright.md	Daily/2026/05/2026-05-14-bebright.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/BeBright/2026-05-14-coctail-recepten.md	Daily/2026/05/2026-05-14-coctail-recepten.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/BeBright/2026-05-14-mango-tonic.md	Daily/2026/05/2026-05-14-mango-tonic.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/advanced-elicitation-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/advanced-elicitation.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/analyst.md	Resources/Frameworks/BMad-Method/bmad-core/agents/analyst.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/architect-solution-validation-checklist.md	Resources/Frameworks/BMad-Method/bmad-core/checklists/architect-checklist.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/architect.md	Resources/Frameworks/BMad-Method/bmad-core/agents/architect.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/architecture-tmpl.md	Resources/Frameworks/BMad-Method/bmad-core/templates/architecture-tmpl.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/bmad-knowledge-base.md	Resources/Frameworks/BMad-Method/bmad-core/data/bmad-kb.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/bmad-master.md	Resources/Frameworks/BMad-Method/bmad-core/agents/bmad-master.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/bmad-method-bmad-code-user-guide.md	Resources/Frameworks/BMad-Method/bmad-core/user-guide.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/bmad-web-orchestrator.md	Resources/Frameworks/BMad-Method/bmad-core/agents/bmad-orchestrator.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brainstorming-output-tmpl.md	Resources/Frameworks/BMad-Method/bmad-core/templates/brainstorming-output-tmpl.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brainstorming-techniques-data.md	Resources/Frameworks/BMad-Method/bmad-core/data/brainstorming-techniques.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brownfield-architecture-tmpl.md	Resources/Frameworks/BMad-Method/bmad-core/templates/brownfield-architecture-tmpl.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brownfield-fullstack.md	Resources/Frameworks/BMad-Method/bmad-core/workflows/brownfield-fullstack.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brownfield-prd-tmpl.md	Resources/Frameworks/BMad-Method/bmad-core/templates/brownfield-prd-tmpl.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brownfield-service.md	Resources/Frameworks/BMad-Method/bmad-core/workflows/brownfield-service.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/brownfield-ui.md	Resources/Frameworks/BMad-Method/bmad-core/workflows/brownfield-ui.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/change-navigation-checklist.md	Resources/Frameworks/BMad-Method/bmad-core/checklists/change-checklist.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/competitor-analysis-tmpl.md	Resources/Frameworks/BMad-Method/bmad-core/templates/competitor-analysis-tmpl.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/core-config.md	Resources/Frameworks/BMad-Method/bmad-core/core-config.yaml	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/correct-course-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/correct-course.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/create-ai-frontend-prompt-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/generate-ai-frontend-prompt.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/create-brownfield-epic-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/brownfield-create-epic.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/create-brownfield-story-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/create-brownfield-story.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/create-deep-research-prompt-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/create-deep-research-prompt.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/create-next-story-task.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/create-next-story.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/dev.md	Resources/Frameworks/BMad-Method/bmad-core/agents/dev.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
Projects/bmad-core/document-an-existing-project.md	Resources/Frameworks/BMad-Method/bmad-core/tasks/document-project.md	failed	Method invocation failed because [System.IO.Path] does not contain a method named 'GetRelativePath'.
